t_s,pos,speed_raw,speed_mag,speed,load,voltage,temp,status,moving
0.000001,3902,0,0,0,0,120,36,0,0
0.003047,3902,0,0,0,0,119,36,0,1
0.006057,3902,0,0,0,0,120,36,0,1
0.010117,3902,0,0,0,0,119,36,0,1
0.015500,3902,0,0,0,0,119,36,0,1
0.019157,3902,0,0,0,24,120,36,0,1
0.023092,3902,0,0,0,24,120,36,0,1
0.026238,3902,0,0,0,24,119,36,0,1
0.029971,3902,0,0,0,24,119,36,0,1
0.033149,3902,0,0,0,40,120,36,0,1
0.037071,3902,0,0,0,40,120,36,0,1
0.041095,3902,0,0,0,40,119,36,0,1
0.045065,3902,0,0,0,48,120,36,0,1
0.049181,3902,0,0,0,48,119,36,0,1
0.053053,3902,0,0,0,48,119,36,0,1
0.056051,3902,0,0,0,56,120,36,0,1
0.059010,3902,0,0,0,56,119,36,0,1
0.061941,3902,0,0,0,56,119,36,0,1
0.065030,3902,0,0,0,64,119,36,0,1
0.068040,3902,0,0,0,64,119,36,0,1
0.071076,3902,0,0,0,72,120,36,0,1
0.075134,3901,0,0,0,60,120,36,0,1
0.078290,3900,0,0,0,52,120,36,0,1
0.082030,3900,0,0,0,60,120,36,0,1
0.085107,3900,0,0,0,60,119,36,0,1
0.089289,3899,32918,150,-150,60,119,36,0,1
0.093145,3898,32918,150,-150,44,120,36,0,1
0.097099,3898,32918,150,-150,52,119,36,0,1
0.100215,3898,32918,150,-150,52,119,36,0,1
0.104356,3898,32918,150,-150,60,120,36,0,1
0.108139,3898,32818,50,-50,68,120,36,0,1
0.112132,3897,32818,50,-50,60,120,36,0,1
0.115213,3897,32818,50,-50,80,120,36,0,1
0.119078,3896,32818,50,-50,72,120,36,0,1
0.123110,3896,32818,50,-50,80,119,36,0,1
0.127115,3895,32918,150,-150,80,120,36,0,1
0.130245,3894,32918,150,-150,80,120,36,0,1
0.134046,3894,32918,150,-150,76,120,36,0,1
0.137068,3893,32918,150,-150,76,119,36,0,1
0.141151,3892,32918,150,-150,76,119,36,0,1
0.145095,3892,32918,150,-150,76,120,36,0,1
0.149097,3891,32968,200,-200,76,120,36,0,1
0.152330,3890,32968,200,-200,72,120,36,0,1
0.156125,3889,32968,200,-200,72,120,36,0,1
0.159462,3889,32968,200,-200,72,120,36,0,1
0.167373,3887,32968,200,-200,72,119,36,0,1
0.171104,3886,32968,200,-200,72,119,36,0,1
0.174279,3886,32968,200,-200,72,120,36,0,1
0.178032,3885,32968,200,-200,72,119,36,0,1
0.181008,3885,32968,200,-200,80,119,36,0,1
0.184056,3884,32968,200,-200,80,120,36,0,1
0.187035,3884,32918,150,-150,80,120,36,0,1
0.190044,3883,32918,150,-150,80,120,36,0,1
0.193054,3883,32918,150,-150,96,120,36,0,1
0.196000,3882,32918,150,-150,88,120,36,0,1
0.199031,3882,32918,150,-150,96,120,36,0,1
0.202125,3881,32918,150,-150,96,120,36,0,1
0.206148,3880,32968,200,-200,96,120,36,0,1
0.215457,3878,32968,200,-200,100,119,36,0,1
0.219085,3877,32968,200,-200,100,119,36,0,1
0.223130,3877,32968,200,-200,108,120,36,0,1
0.226280,3876,32968,200,-200,108,120,36,0,1
0.230110,3875,32968,200,-200,108,120,36,0,1
0.234074,3874,32968,200,-200,104,120,36,0,1
0.239596,3873,32968,200,-200,104,120,36,0,1
0.243158,3872,32968,200,-200,104,120,36,0,1
0.247066,3871,33018,250,-250,104,120,36,0,1
0.250158,3870,33018,250,-250,104,120,36,0,1
0.254142,3869,33018,250,-250,116,120,36,0,1
0.258166,3867,33018,250,-250,108,120,36,0,1
0.262119,3866,33018,250,-250,108,120,36,0,1
0.266015,3865,33018,250,-250,108,119,36,0,1
0.269070,3865,33068,300,-300,116,120,36,0,1
0.272111,3864,33068,300,-300,116,119,36,0,1
0.276139,3862,33068,300,-300,108,120,36,0,1
0.279258,3862,33068,300,-300,116,119,36,0,1
0.283000,3860,33068,300,-300,108,120,36,0,1
0.286130,3859,33068,300,-300,108,120,36,0,1
0.290953,3858,33068,300,-300,108,119,36,0,1
0.294150,3857,33068,300,-300,108,119,36,0,1
0.298032,3856,33068,300,-300,108,120,36,0,1
0.301036,3855,33068,300,-300,100,120,36,0,1
0.304046,3854,33068,300,-300,100,120,36,0,1
0.307119,3853,33068,300,-300,108,120,36,0,1
0.311050,3852,33068,300,-300,100,119,36,0,1
0.314007,3851,33068,300,-300,104,119,36,0,1
0.317007,3850,33068,300,-300,104,120,36,0,1
0.320130,3849,33068,300,-300,104,120,36,0,1
0.323306,3848,33068,300,-300,104,120,36,0,1
0.327163,3847,33068,300,-300,112,120,36,0,1
0.331140,3845,33068,300,-300,104,119,36,0,1
0.336065,3844,33068,300,-300,104,120,36,0,1
0.340697,3842,33068,300,-300,96,120,36,0,1
0.344215,3841,33068,300,-300,104,120,36,0,1
0.348158,3840,33068,300,-300,104,120,36,0,1
0.352176,3839,33068,300,-300,104,120,36,0,1
0.356083,3838,33068,300,-300,104,120,36,0,1
0.360081,3837,33068,300,-300,104,120,36,0,1
0.364244,3835,33068,300,-300,104,120,36,0,1
0.368027,3834,33068,300,-300,104,120,36,0,1
0.371055,3833,33068,300,-300,104,120,36,0,1
0.374037,3833,33068,300,-300,104,119,36,0,1
0.377016,3832,33068,300,-300,104,119,36,0,1
0.380089,3831,33068,300,-300,104,120,36,0,1
0.383235,3830,33068,300,-300,104,119,36,0,1
0.387107,3828,33068,300,-300,104,120,36,0,1
0.391019,3827,33068,300,-300,104,119,36,0,1
0.394074,3826,33068,300,-300,104,120,36,0,1
0.398211,3825,33068,300,-300,104,120,36,0,1
0.402081,3824,33068,300,-300,104,119,36,0,1
0.405044,3823,33068,300,-300,104,120,37,0,1
0.408098,3822,33068,300,-300,104,120,36,0,1
0.412093,3821,33068,300,-300,104,120,36,0,1
