t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3898,0,0,0,120,33,0,1
0.003753,3898,0,0,0,119,33,0,1
0.006693,3898,0,0,0,120,33,0,1
0.009702,3898,0,0,24,120,33,0,1
0.012724,3898,0,0,28,120,33,0,1
0.015672,3898,0,0,28,120,33,0,1
0.018696,3898,0,0,28,120,33,0,1
0.021672,3898,0,0,28,120,33,0,1
0.024670,3898,0,0,28,119,33,0,1
0.027713,3898,0,0,28,119,33,0,1
0.030674,3898,0,0,36,120,33,0,1
0.033742,3898,0,0,36,120,33,0,1
0.036787,3898,0,0,36,120,33,0,1
0.040689,3898,0,0,36,120,33,0,1
0.043694,3898,0,0,36,119,33,0,1
0.046740,3898,0,0,36,120,33,0,1
0.049673,3898,0,0,44,120,33,0,1
0.052691,3898,0,0,44,120,33,0,1
0.055672,3898,0,0,44,120,33,0,1
0.058673,3898,0,0,44,120,33,0,1
0.061673,3898,0,0,44,120,33,0,1
0.064670,3898,0,0,44,119,33,0,1
0.067704,3898,0,0,44,120,33,0,1
0.070799,3897,0,0,40,120,33,0,1
0.074792,3897,0,0,40,120,33,0,1
0.078813,3897,0,0,40,120,33,0,1
0.082692,3897,0,0,40,120,33,0,1
0.085690,3896,32868,100,32,119,33,0,1
0.088686,3896,32868,100,40,120,33,0,1
0.091671,3896,32868,100,40,120,33,0,1
0.094676,3896,32868,100,40,120,33,0,1
0.097671,3895,32868,100,32,120,33,0,1
0.100690,3895,32868,100,32,120,33,0,1
0.103741,3895,32818,50,32,120,33,0,1
0.106826,3895,32818,50,32,120,33,0,1
0.110726,3895,32818,50,40,120,33,0,1
0.113726,3895,32818,50,40,120,33,0,1
0.116695,3895,32818,50,40,119,33,0,1
0.119697,3895,32818,50,40,120,33,0,1
0.122672,3895,32818,50,40,120,33,0,1
0.125672,3894,32818,50,32,120,33,0,1
0.128718,3894,32818,50,40,120,33,0,1
0.131794,3894,32818,50,40,119,33,0,1
0.134967,3894,32818,50,40,120,33,0,1
0.138806,3893,32818,50,32,120,33,0,1
0.142801,3893,32818,50,32,120,33,0,1
0.146794,3893,32818,50,32,120,33,0,1
0.149950,3893,32818,50,40,120,34,0,1
0.153720,3892,32818,50,32,120,33,0,1
0.156686,3892,32818,50,32,120,33,0,1
0.159679,3892,32818,50,32,120,33,0,1
0.162694,3892,32818,50,32,120,33,0,1
0.165679,3892,32818,50,32,120,33,0,1
0.168701,3892,32818,50,40,120,33,0,1
0.171678,3892,32818,50,40,120,33,0,1
0.174674,3891,32818,50,32,120,33,0,1
0.177771,3891,32818,50,32,119,33,0,1
0.180816,3891,32818,50,32,120,33,0,1
0.184753,3891,32818,50,32,120,33,0,1
0.187729,3891,32818,50,40,119,33,0,1
0.190710,3890,32818,50,28,119,33,0,1
0.193709,3890,32818,50,28,119,33,0,1
0.196689,3890,32818,50,28,120,33,0,1
0.199718,3890,32818,50,28,119,33,0,1
0.202698,3890,32818,50,28,120,33,0,1
0.205684,3890,32818,50,28,120,33,0,1
0.208682,3890,32818,50,36,120,33,0,1
0.211676,3889,32818,50,36,120,33,0,1
0.214781,3889,32818,50,36,120,33,0,1
0.217793,3889,32818,50,36,120,33,0,1
0.221714,3889,32818,50,36,120,33,0,1
0.224689,3889,32818,50,36,120,33,0,1
0.227688,3889,32818,50,44,120,33,0,1
0.230730,3889,32818,50,40,120,33,0,1
0.233680,3888,32818,50,32,120,33,0,1
0.236695,3888,32818,50,32,120,33,0,1
0.239684,3888,32818,50,32,119,33,0,1
0.242723,3888,32818,50,32,120,33,0,1
0.245694,3888,32818,50,32,120,33,0,1
0.248695,3888,32818,50,40,120,33,0,1
0.251706,3888,32818,50,40,120,33,0,1
0.254683,3888,32818,50,40,120,33,0,1
0.257693,3888,32818,50,40,120,33,0,1
0.260817,3887,32818,50,32,120,33,0,1
0.264785,3887,32818,50,32,120,33,0,1
0.267684,3887,32818,50,40,120,33,0,1
0.270719,3887,32818,50,40,119,33,0,1
0.273690,3887,32818,50,40,120,33,0,1
0.276680,3887,32818,50,40,120,33,0,1
0.279709,3887,32818,50,40,119,33,0,1
0.282684,3886,32818,50,32,119,33,0,1
0.285867,3886,32818,50,32,120,33,0,1
0.289721,3886,32818,50,40,119,33,0,1
0.292696,3886,32818,50,40,120,33,0,1
0.295780,3886,32818,50,40,120,33,0,1
0.298853,3885,32818,50,32,119,33,0,1
0.302846,3885,32818,50,32,120,33,0,1
0.306875,3885,32818,50,40,120,33,0,1
0.310754,3885,32818,50,40,120,33,0,1
0.313747,3884,32818,50,32,120,33,0,1
0.316696,3884,32818,50,32,120,33,0,1
0.319703,3884,32818,50,32,120,33,0,1
0.322687,3884,32818,50,32,120,33,0,1
0.325685,3884,32818,50,32,120,33,0,1
0.328724,3884,32818,50,40,119,33,0,1
0.331812,3884,32818,50,40,120,33,0,1
0.335861,3884,32818,50,40,120,33,0,1
0.339807,3883,32818,50,32,119,33,0,1
0.343025,3883,32818,50,32,120,33,0,1
0.346796,3883,32818,50,40,120,33,0,1
0.350750,3882,32818,50,28,119,33,0,1
0.353710,3882,32818,50,28,120,33,0,1
0.356683,3882,32818,50,28,119,33,0,1
0.359704,3882,32818,50,28,120,33,0,1
0.362694,3882,32818,50,28,120,33,0,1
0.365688,3882,32818,50,28,120,33,0,1
0.368690,3881,32818,50,28,120,33,0,1
0.371775,3881,32818,50,32,120,33,0,1
0.374843,3881,32818,50,32,120,33,0,1
0.378820,3881,32818,50,32,120,33,0,1
0.382774,3880,32818,50,24,120,33,0,1
0.385778,3880,32868,100,24,119,33,0,1
0.388720,3880,32868,100,32,120,33,0,1
0.391690,3880,32868,100,32,120,33,0,1
0.394737,3880,32868,100,32,120,33,0,1
0.397724,3880,32868,100,32,120,33,0,1
0.400732,3879,32868,100,24,120,33,0,1
0.403693,3879,32818,50,24,120,33,0,1
0.406688,3879,32818,50,24,120,33,0,1
0.409828,3879,32818,50,32,120,33,0,1
0.413845,3879,32818,50,32,120,33,0,1
0.417879,3878,32818,50,24,120,33,0,1
0.421752,3878,32818,50,24,120,33,0,1
0.424705,3878,32818,50,24,120,33,0,1
0.427695,3878,32818,50,32,120,33,0,1
0.430703,3878,32818,50,32,120,33,0,1
0.433698,3878,32818,50,32,120,33,0,1
0.436712,3878,32818,50,32,120,33,0,1
0.439712,3878,32818,50,32,120,33,0,1
0.442728,3878,0,0,32,120,33,0,1
0.445849,3878,0,0,32,120,33,0,1
0.449822,3878,0,0,44,120,33,0,1
0.453730,3878,0,0,44,120,33,0,1
0.456701,3878,0,0,44,120,33,0,1
0.459720,3877,0,0,36,119,33,0,1
0.462711,3877,32818,50,36,119,33,0,1
0.465696,3877,32818,50,36,120,33,0,1
0.468712,3877,32818,50,40,120,33,0,1
0.471693,3877,32818,50,40,119,33,0,1
0.474712,3876,32818,50,32,119,33,0,1
0.477694,3876,32818,50,32,119,33,0,1
0.480710,3876,32818,50,32,120,33,0,1
0.483696,3876,32818,50,32,120,33,0,1
0.486711,3875,32818,50,32,119,33,0,1
0.489735,3875,32818,50,28,120,33,0,1
0.492837,3875,32818,50,28,120,33,0,1
0.496783,3874,32818,50,20,120,33,0,1
0.499720,3874,32818,50,20,120,33,0,1
0.502706,3874,32868,100,20,120,33,0,1
0.505698,3874,32868,100,20,120,33,0,1
0.508700,3874,32868,100,32,120,33,0,1
0.511692,3874,32868,100,32,120,33,0,1
0.514700,3874,32868,100,32,120,33,0,1
0.517704,3874,32868,100,32,120,33,0,1
0.520701,3874,32868,100,32,120,33,0,1
0.523696,3873,32818,50,24,120,33,0,1
0.526837,3873,32818,50,32,120,33,0,1
0.530042,3873,32818,50,32,120,33,0,1
0.533892,3873,32818,50,32,119,33,0,1
0.537017,3873,32818,50,32,120,33,0,1
0.540915,3872,32818,50,24,120,33,0,1
0.544719,3872,32818,50,24,120,33,0,1
0.547707,3872,32818,50,32,120,33,0,1
0.550695,3872,32818,50,32,120,33,0,1
0.553738,3872,32818,50,32,120,33,0,1
0.556702,3872,32818,50,32,120,33,0,1
0.559697,3872,32818,50,32,120,33,0,1
0.562715,3872,0,0,32,119,33,0,1
0.565794,3872,0,0,32,120,33,0,1
0.568775,3872,0,0,44,120,33,0,1
