t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3902,0,0,0,119,33,0,1
0.003914,3902,0,0,0,120,33,0,1
0.006877,3902,0,0,0,120,33,0,1
0.009873,3902,0,0,28,120,33,0,1
0.012874,3902,0,0,28,120,33,0,1
0.015864,3902,0,0,28,119,33,0,1
0.018898,3902,0,0,28,120,33,0,1
0.021869,3902,0,0,28,120,33,0,1
0.024986,3902,0,0,28,120,33,0,1
0.027935,3902,0,0,36,120,33,0,1
0.030877,3902,0,0,36,120,33,0,1
0.033894,3902,0,0,36,119,33,0,1
0.036916,3902,0,0,36,120,33,0,1
0.039867,3902,0,0,36,120,33,0,1
0.042883,3902,0,0,36,120,33,0,1
0.045866,3902,0,0,36,119,33,0,1
0.048873,3902,0,0,44,120,33,0,1
0.051883,3902,0,0,44,120,33,0,1
0.054869,3902,0,0,44,120,33,0,1
0.057879,3902,0,0,44,120,33,0,1
0.060991,3902,0,0,44,120,33,0,1
0.064905,3902,0,0,44,120,33,0,1
0.067965,3902,0,0,52,119,33,0,1
0.070911,3902,0,0,52,120,33,0,1
0.073948,3902,0,0,52,120,33,0,1
0.076958,3902,0,0,52,120,33,0,1
0.080941,3901,0,0,44,120,33,0,1
0.083927,3901,32818,50,44,120,33,0,1
0.086884,3901,32818,50,44,120,33,0,1
0.089873,3900,32818,50,40,120,33,0,1
0.092889,3900,32818,50,40,120,33,0,1
0.095985,3900,32818,50,40,120,33,0,1
0.098976,3900,32818,50,40,120,33,0,1
0.101980,3899,32868,100,32,120,33,0,1
0.104906,3899,32868,100,32,120,33,0,1
0.107919,3899,32868,100,40,120,33,0,1
0.111067,3899,32868,100,36,120,33,0,1
0.114895,3899,32868,100,36,119,33,0,1
0.117892,3899,32868,100,36,120,33,0,1
0.120928,3898,32868,100,28,119,33,0,1
0.123904,3898,32818,50,28,120,33,0,1
0.126893,3898,32818,50,28,120,33,0,1
0.129884,3898,32818,50,40,120,33,0,1
0.132968,3898,32818,50,40,120,33,0,1
0.137022,3898,32818,50,40,120,33,0,1
0.140995,3898,32818,50,40,120,33,0,1
0.143929,3897,32818,50,32,120,33,0,1
0.146925,3897,32818,50,40,119,33,0,1
0.149879,3897,32818,50,40,120,33,0,1
0.152905,3897,32818,50,40,120,33,0,1
0.155874,3897,32818,50,40,120,33,0,1
0.158879,3896,32818,50,32,120,33,0,1
0.161873,3896,32818,50,32,120,33,0,1
0.164874,3896,32818,50,32,120,33,0,1
0.167873,3896,32818,50,40,120,33,0,1
0.171025,3895,32818,50,32,120,33,0,1
0.175020,3895,32818,50,32,120,33,0,1
0.178125,3895,32818,50,32,119,33,0,1
0.181916,3894,32868,100,24,120,33,0,1
0.184937,3894,32868,100,24,120,33,0,1
0.187900,3894,32868,100,28,120,33,0,1
0.190894,3894,32868,100,28,120,33,0,1
0.193912,3894,32868,100,28,120,33,0,1
0.196879,3894,32868,100,28,120,33,0,1
0.199902,3893,32868,100,20,119,33,0,1
0.202884,3893,32818,50,20,120,33,0,1
0.206009,3893,32818,50,28,119,33,0,1
0.210014,3893,32818,50,32,120,33,0,1
0.213963,3893,32818,50,32,120,33,0,1
0.216913,3893,32818,50,32,119,33,0,1
0.219933,3893,32818,50,32,120,33,0,1
0.222881,3893,0,0,32,119,33,0,1
0.225878,3893,0,0,32,120,33,0,1
0.228878,3893,0,0,44,120,33,0,1
0.231900,3893,0,0,44,120,33,0,1
0.234898,3893,0,0,44,120,33,0,1
0.237879,3893,0,0,44,120,33,0,1
0.241016,3893,0,0,44,120,33,0,1
0.245008,3893,0,0,44,119,33,0,1
0.248926,3893,0,0,52,120,33,0,1
0.251938,3893,0,0,52,120,33,0,1
0.254917,3892,0,0,44,120,33,0,1
0.257902,3892,0,0,44,120,33,0,1
0.260884,3892,0,0,44,120,33,0,1
0.263879,3892,32818,50,44,120,33,0,1
0.266901,3892,32818,50,52,120,33,0,1
0.269894,3891,32818,50,40,120,33,0,1
0.272965,3891,32818,50,40,120,33,0,1
0.276017,3891,32818,50,40,119,33,0,1
0.280074,3891,32818,50,40,120,33,0,1
0.283249,3891,32818,50,40,120,33,0,1
0.287019,3890,32818,50,36,120,33,0,1
0.290158,3890,32818,50,36,119,33,0,1
0.293938,3890,32818,50,36,120,33,0,1
0.296886,3890,32818,50,36,120,33,0,1
0.299908,3890,32818,50,36,120,33,0,1
0.302885,3890,32818,50,36,119,33,0,1
0.305883,3889,32818,50,28,119,33,0,1
0.308884,3889,32818,50,40,120,33,0,1
0.311993,3889,32818,50,40,120,33,0,1
0.315027,3889,32818,50,40,120,33,0,1
0.319014,3889,32818,50,40,120,33,0,1
0.322926,3889,32818,50,40,120,33,0,1
0.325924,3889,32818,50,40,119,33,0,1
0.328883,3888,32818,50,40,120,33,0,1
0.331943,3888,32818,50,40,120,33,0,1
0.334889,3888,32818,50,40,120,33,0,1
0.337885,3888,32818,50,40,120,33,0,1
0.340888,3887,32818,50,32,119,33,0,1
0.343897,3887,32868,100,32,120,33,0,1
0.346893,3887,32868,100,40,120,33,0,1
0.350048,3887,32868,100,40,120,33,0,1
0.354022,3886,32868,100,32,120,33,0,1
0.357156,3886,32868,100,32,119,33,0,1
0.361004,3886,32868,100,32,119,33,0,1
0.363885,3886,32818,50,32,120,33,0,1
0.366885,3885,32818,50,32,119,33,0,1
0.369898,3885,32818,50,28,120,33,0,1
0.372927,3885,32818,50,28,120,33,0,1
0.375895,3885,32818,50,28,120,33,0,1
0.378884,3885,32818,50,28,120,33,0,1
0.381884,3884,32868,100,20,120,33,0,1
0.384984,3884,32868,100,20,120,33,0,1
0.388017,3884,32868,100,32,119,33,0,1
0.391917,3884,32868,100,32,119,33,0,1
0.394901,3884,32868,100,32,119,33,0,1
0.397896,3884,32868,100,32,120,33,0,1
0.400886,3884,32868,100,32,120,33,0,1
0.403896,3884,0,0,32,120,33,0,1
0.406903,3884,0,0,40,120,33,0,1
0.409888,3884,0,0,44,120,33,0,1
0.412893,3884,0,0,44,120,33,0,1
0.415885,3884,0,0,44,120,33,0,1
0.419013,3884,0,0,44,120,33,0,1
0.423027,3884,0,0,44,119,33,0,1
0.426940,3883,0,0,40,120,33,0,1
0.429899,3883,0,0,40,119,33,0,1
0.432906,3883,0,0,40,120,33,0,1
0.435912,3882,0,0,32,120,33,0,1
0.438891,3882,0,0,32,120,33,0,1
0.441903,3882,32868,100,32,119,33,0,1
