t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3859,0,0,0,119,33,0,1
0.003044,3859,0,0,0,120,33,0,1
0.005991,3859,0,0,0,120,33,0,1
0.008987,3859,0,0,0,120,33,0,1
0.011981,3859,0,0,0,119,33,0,1
0.014974,3859,0,0,0,119,33,0,1
0.018016,3859,0,0,1048,119,33,0,1
0.020983,3859,0,0,1052,120,33,0,1
0.023974,3859,0,0,1052,120,33,0,1
0.026976,3859,0,0,1052,120,33,0,1
0.030031,3859,0,0,1060,119,33,0,1
0.033106,3859,0,0,1060,119,33,0,1
0.036246,3859,0,0,1060,119,33,0,1
0.040060,3859,0,0,1068,119,33,0,1
0.043010,3859,0,0,1072,120,33,0,1
0.045986,3859,0,0,1072,120,33,0,1
0.049017,3859,0,0,1080,120,33,0,1
0.051990,3859,0,0,1080,120,33,0,1
0.054980,3859,0,0,1080,120,33,0,1
0.057974,3859,0,0,1088,120,33,0,1
0.061009,3859,0,0,1088,120,33,0,1
0.063985,3860,0,0,1080,120,33,0,1
0.067140,3860,0,0,1088,120,33,0,1
0.071131,3860,0,0,1088,119,39,0,1
0.074757,3860,50,50,1088,120,43,0,1
0.078120,3860,50,50,1096,120,33,0,1
0.081276,3861,50,50,1080,119,33,0,1
0.085000,3861,50,50,1080,120,33,0,1
0.088027,3862,50,50,1080,120,33,0,1
0.090987,3862,50,50,1080,120,33,0,1
0.093979,3862,50,50,1080,120,33,0,1
0.096985,3863,150,150,1072,120,33,0,1
0.099977,3863,150,150,1080,120,33,0,1
0.103098,3863,150,150,1080,120,33,0,1
0.107094,3864,150,150,1080,120,33,0,1
0.110997,3864,150,150,1080,120,33,0,1
0.114063,3865,150,150,1072,120,33,0,1
0.117056,3865,100,100,1072,120,33,0,1
0.120010,3865,100,100,1080,120,33,0,1
0.122982,3866,100,100,1068,119,33,0,1
0.125980,3866,100,100,1068,120,33,0,1
0.128995,3867,100,100,1068,120,33,0,1
0.131983,3867,100,100,1068,120,33,0,1
0.135015,3867,100,100,1068,119,33,0,1
0.138017,3868,100,100,1068,120,33,0,1
0.141129,3868,100,100,1072,120,33,0,1
0.145066,3868,100,100,1072,120,33,0,1
0.148070,3869,100,100,1072,120,33,0,1
0.151149,3869,100,100,1072,120,33,0,1
0.155027,3869,100,100,1072,120,33,0,1
0.157983,3870,100,100,1072,120,33,0,1
0.160985,3870,100,100,1072,120,33,0,1
0.163985,3870,100,100,1072,120,33,0,1
0.166985,3870,100,100,1072,120,33,0,1
0.169989,3871,100,100,1072,120,33,0,1
0.172987,3871,100,100,1072,120,33,0,1
0.176117,3871,100,100,1072,119,33,0,1
0.180111,3872,100,100,1072,120,33,0,1
0.183995,3872,100,100,1072,120,33,0,1
0.187047,3872,100,100,1080,120,33,0,1
0.190014,3872,100,100,1080,119,33,0,1
0.192983,3873,100,100,1072,120,33,0,1
0.195986,3873,100,100,1072,120,33,0,1
0.198982,3873,100,100,1080,119,33,0,1
0.201988,3873,100,100,1084,120,33,0,1
0.205019,3873,100,100,1084,120,33,0,1
0.208048,3874,100,100,1084,120,33,0,1
0.211002,3874,100,100,1084,120,33,0,1
0.214144,3874,50,50,1084,120,33,0,1
0.218156,3875,50,50,1084,120,32,0,1
0.222036,3875,50,50,1080,120,33,0,1
0.225057,3876,50,50,1072,119,33,0,1
0.228107,3876,50,50,1080,120,33,0,1
0.231237,3876,50,50,1080,120,33,0,1
0.234992,3876,100,100,1080,120,33,0,1
0.237990,3877,100,100,1080,120,33,0,1
0.240986,3877,100,100,1080,120,33,0,1
0.243994,3877,100,100,1080,120,33,0,1
0.247019,3878,100,100,1080,120,33,0,1
0.250037,3878,100,100,1080,120,33,0,1
0.253146,3879,150,150,1072,120,34,0,1
0.257103,3879,150,150,1080,120,33,0,1
0.261035,3880,150,150,1072,120,33,0,1
0.264227,3880,150,150,1072,120,33,0,1
0.268024,3881,150,150,1072,120,33,0,1
0.271017,3881,150,150,1072,120,33,0,1
0.273990,3881,100,100,1072,120,33,0,1
0.276990,3882,100,100,1072,120,33,0,1
0.280011,3882,100,100,1068,120,33,0,1
0.282991,3883,100,100,1060,120,33,0,1
0.286037,3883,100,100,1060,119,33,0,1
0.289074,3883,100,100,1068,120,33,0,1
0.292124,3883,100,100,1068,119,33,0,1
0.296126,3884,100,100,1068,120,33,0,1
0.300148,3884,100,100,1072,120,33,0,1
0.304040,3885,100,100,1064,119,33,0,1
0.307125,3885,100,100,1072,119,33,0,1
0.311043,3885,100,100,1072,120,33,0,1
0.314043,3886,150,150,1064,119,33,0,1
0.317030,3886,150,150,1072,120,33,0,1
0.320001,3886,150,150,1072,120,33,0,1
0.322992,3887,150,150,1064,120,33,0,1
0.325996,3887,150,150,1064,119,33,0,1
0.329025,3887,150,150,1072,119,33,0,1
0.332012,3888,150,150,1064,120,33,0,1
0.335136,3888,100,100,1064,119,33,0,1
0.339102,3889,100,100,1060,119,33,0,1
0.343038,3889,100,100,1060,119,33,0,1
0.346018,3889,100,100,1060,120,33,0,1
0.349063,3889,100,100,1068,119,33,0,1
0.352016,3890,100,100,1060,120,33,0,1
0.354998,3890,100,100,1060,119,33,0,1
