t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000002,3857,0,0,0,120,33,0,1
0.003985,3857,0,0,0,120,33,0,1
0.007111,3857,0,0,0,120,33,0,1
0.010986,3857,0,0,0,120,33,0,1
0.014118,3857,0,0,1048,120,33,0,1
0.017933,3857,0,0,1048,120,33,0,1
0.020833,3857,0,0,1052,120,33,0,1
0.023832,3857,0,0,1052,119,33,0,1
0.026824,3857,0,0,1060,120,33,0,1
0.029825,3857,0,0,1060,120,33,0,1
0.032852,3857,0,0,1060,120,33,0,1
0.035997,3857,0,0,1068,120,33,0,1
0.039918,3857,0,0,1072,120,33,0,1
0.042845,3857,0,0,1072,120,33,0,1
0.045867,3857,0,0,1080,120,33,0,1
0.048836,3857,0,0,1080,120,33,0,1
0.051854,3857,0,0,1080,119,33,0,1
0.054829,3857,0,0,1080,120,33,0,1
0.057826,3857,0,0,1088,120,33,0,1
0.060847,3857,0,0,1088,120,40,0,1
0.063830,3858,0,0,1080,120,33,0,1
0.066856,3858,0,0,1088,120,33,0,1
0.069854,3858,0,0,1088,120,33,0,1
0.072832,3858,50,50,1088,119,33,0,1
0.075827,3858,50,50,1096,119,33,0,1
0.078928,3859,50,50,1080,120,33,0,1
0.081906,3859,50,50,1080,120,33,0,1
0.084895,3860,50,50,1072,120,33,0,1
0.087857,3860,50,50,1080,120,45,0,1
0.090836,3860,50,50,1080,120,33,0,1
0.093982,3861,150,150,1072,120,33,0,1
0.097040,3861,150,150,1080,120,33,0,1
0.100858,3862,150,150,1072,120,33,0,1
0.103851,3862,150,150,1072,120,33,0,1
0.106833,3862,150,150,1080,120,33,0,1
0.109856,3863,150,150,1072,120,33,0,1
0.112838,3863,100,100,1072,120,33,0,1
0.116223,3863,100,100,1080,120,33,0,1
0.119142,3864,100,100,1068,120,33,0,1
0.122833,3864,100,100,1068,120,33,0,1
0.125843,3864,100,100,1076,120,33,0,1
0.128891,3865,100,100,1068,120,33,0,1
0.131861,3865,100,100,1068,120,33,0,1
0.134857,3866,100,100,1060,119,33,0,1
0.137858,3866,100,100,1068,120,33,0,1
0.140832,3866,100,100,1072,119,33,0,1
0.143852,3866,100,100,1072,119,33,0,1
0.146850,3867,100,100,1072,120,33,0,1
0.149851,3867,100,100,1072,120,33,0,1
0.152980,3867,100,100,1072,120,33,0,1
0.156920,3868,100,100,1072,119,33,0,1
0.159834,3868,100,100,1072,120,33,0,1
0.162871,3868,100,100,1072,120,33,0,1
0.165853,3868,100,100,1080,120,33,0,1
0.168852,3869,100,100,1072,120,33,0,1
0.171830,3869,100,100,1072,120,33,0,1
0.174833,3869,100,100,1072,120,33,0,1
0.177854,3870,100,100,1072,119,33,0,1
0.180835,3870,100,100,1072,119,33,0,1
0.183836,3870,100,100,1072,120,33,0,1
0.186911,3870,100,100,1080,119,33,0,1
0.189975,3871,100,100,1072,120,33,0,1
0.194131,3871,100,100,1072,120,33,0,1
0.197861,3871,100,100,1080,119,33,0,1
0.200861,3871,100,100,1084,120,33,0,1
0.203831,3872,100,100,1076,120,33,0,1
0.206851,3872,100,100,1084,119,33,0,1
0.209922,3872,100,100,1084,120,33,0,1
0.212971,3873,100,100,1076,119,33,0,1
0.216958,3873,100,100,1084,120,33,0,1
0.220844,3873,100,100,1080,120,33,0,1
0.223933,3873,100,100,1080,120,33,0,1
0.227475,3874,100,100,1080,120,35,0,1
0.230886,3874,100,100,1080,119,33,0,1
0.233865,3875,100,100,1072,120,33,0,1
0.236843,3875,100,100,1080,120,33,0,1
0.239839,3875,100,100,1080,120,33,0,1
0.242853,3876,100,100,1072,120,33,0,1
0.245860,3876,100,100,1080,120,33,0,1
0.248846,3876,100,100,1080,120,33,0,1
0.251843,3876,100,100,1080,120,33,0,1
0.254836,3877,50,50,1072,119,33,0,1
0.257836,3877,50,50,1080,119,33,0,1
0.260964,3877,50,50,1080,119,34,0,1
0.264961,3878,50,50,1080,120,33,0,1
0.268874,3878,50,50,1080,120,33,0,1
0.271846,3879,50,50,1072,119,33,0,1
0.274865,3879,150,150,1072,120,33,0,1
0.277858,3880,150,150,1072,120,33,0,1
0.280838,3880,150,150,1068,119,33,0,1
0.283845,3881,150,150,1060,120,33,0,1
0.286859,3881,150,150,1068,119,33,0,1
0.289839,3881,150,150,1068,119,33,0,1
0.292839,3882,150,150,1060,120,33,0,1
0.295839,3882,150,150,1068,120,33,0,1
0.298966,3882,150,150,1072,120,33,0,1
0.302918,3883,150,150,1064,120,33,0,1
0.305860,3883,150,150,1072,120,33,0,1
0.308891,3883,150,150,1072,120,33,0,1
0.311876,3883,50,50,1072,119,33,0,1
0.314861,3884,50,50,1072,119,33,0,1
0.317873,3884,50,50,1072,120,33,0,1
0.320846,3884,50,50,1072,119,33,0,1
0.323839,3885,50,50,1064,120,33,0,1
0.326865,3885,50,50,1072,119,33,0,1
0.329857,3886,50,50,1064,120,33,0,1
0.332892,3886,150,150,1064,119,33,0,1
0.335973,3886,150,150,1072,120,33,0,1
0.339969,3887,150,150,1064,120,33,0,1
0.343899,3887,150,150,1064,119,33,0,1
0.346944,3887,150,150,1072,120,33,0,1
0.349857,3888,150,150,1064,120,33,0,1
0.352842,3888,100,100,1064,120,33,0,1
0.355838,3888,100,100,1064,120,33,0,1
0.358850,3889,100,100,1060,119,33,0,1
0.361841,3889,100,100,1060,119,33,0,1
0.364839,3889,100,100,1060,120,33,0,1
0.367847,3889,100,100,1060,120,33,0,1
0.370979,3890,100,100,1060,120,33,0,1
0.374967,3890,100,100,1060,119,33,0,1
0.378892,3890,100,100,1064,120,33,0,1
0.381860,3890,100,100,1064,120,33,0,1
0.384879,3891,100,100,1056,120,33,0,1
0.387851,3891,100,100,1056,120,33,0,1
0.390842,3891,100,100,1064,120,33,0,1
