t_s,pos,speed,load,voltage,temp,status,moving
0.462726,3837,100,1072,120,33,0,1
0.465712,3838,100,1064,120,33,0,1
0.468720,3838,100,1072,120,33,0,1
0.471743,3838,100,1072,120,33,0,1
0.474722,3839,100,1060,120,33,0,1
0.477808,3839,100,1068,120,33,0,1
0.481849,3839,100,1068,119,33,0,1
0.485778,3840,100,1060,120,33,0,1
0.488779,3840,100,1068,120,33,0,1
0.491746,3840,100,1068,119,33,0,1
0.494776,3840,100,1076,120,33,0,1
0.497715,3841,100,1076,120,33,0,1
0.500714,3841,100,1076,120,33,0,1
0.503718,3841,100,1076,119,33,0,1
0.506751,3841,50,1084,120,33,0,1
0.509717,3842,50,1076,120,33,0,1
0.512726,3842,50,1072,120,33,0,1
0.515872,3842,50,1080,120,33,0,1
0.519825,3843,50,1072,120,33,0,1
0.522761,3843,50,1072,120,33,0,1
0.525736,3843,50,1072,120,33,0,1
0.528780,3844,150,1072,120,33,0,1
0.531718,3844,150,1072,120,33,0,1
0.534740,3844,150,1072,120,33,0,1
0.537732,3845,150,1072,120,33,0,1
0.540721,3845,150,1072,119,33,0,1
0.543728,3845,150,1072,120,33,0,1
0.546716,3845,50,1080,120,33,0,1
0.549865,3846,50,1072,120,33,0,1
0.553851,3846,50,1072,119,33,0,1
0.557015,3846,50,1080,120,33,0,1
0.560774,3847,50,1072,120,33,0,1
0.563747,3847,50,1072,120,33,0,1
0.566724,3848,150,1072,120,33,0,1
0.569714,3848,150,1072,119,33,0,1
0.572748,3848,150,1072,120,33,0,1
0.575726,3848,150,1072,120,33,0,1
0.578719,3849,150,1072,120,33,0,1
0.581718,3849,150,1072,120,33,0,1
0.584845,3849,150,1072,120,33,0,1
0.588032,3850,50,1072,120,33,0,1
0.591736,3850,50,1072,120,33,0,1
0.594858,3850,50,1072,120,33,0,1
0.598832,3850,50,1080,120,33,0,1
0.601963,3851,50,1072,120,33,0,1
0.605730,3851,50,1072,120,33,0,1
0.608748,3851,100,1080,120,33,0,1
0.611743,3852,100,1072,120,33,0,1
0.614726,3852,100,1072,120,33,0,1
0.617735,3853,100,1072,120,33,0,1
0.620794,3853,100,1072,119,33,0,1
0.623866,3853,100,1072,120,33,0,1
0.627776,3854,150,1072,120,33,0,1
0.630733,3854,150,1072,120,33,0,1
0.633739,3854,150,1072,120,33,0,1
0.636731,3854,150,1080,120,33,0,1
0.639717,3855,150,1072,120,33,0,1
0.642722,3855,150,1072,120,33,0,1
0.645722,3856,150,1064,120,33,0,1
0.648721,3856,100,1072,119,33,0,1
0.651733,3856,100,1072,120,33,0,1
0.654741,3856,100,1072,120,33,0,1
0.657853,3857,100,1072,120,33,0,1
0.661849,3857,100,1072,120,33,0,1
0.665741,3858,100,1064,120,33,0,1
0.668743,3858,100,1072,120,33,0,1
0.671729,3858,100,1072,120,33,0,1
0.674724,3859,100,1064,119,33,0,1
0.677722,3859,100,1072,120,33,0,1
0.680724,3859,100,1072,120,33,0,1
0.683751,3860,100,1064,120,33,0,1
0.686729,3860,100,1072,120,33,0,1
0.689720,3860,100,1072,120,33,0,1
0.692851,3860,100,1072,120,33,0,1
0.695839,3861,100,1064,120,33,0,1
0.698743,3861,100,1072,120,33,0,1
0.701767,3861,100,1072,120,33,0,1
0.704751,3862,100,1064,120,33,0,1
0.707739,3862,100,1072,120,33,0,1
0.710726,3862,100,1072,119,33,0,1
0.713724,3863,100,1060,120,33,0,1
0.716740,3863,100,1068,120,33,0,1
0.719728,3863,100,1068,119,33,0,1
0.722746,3864,100,1060,120,33,0,1
0.725722,3864,100,1060,119,33,0,1
0.728871,3864,100,1068,120,33,0,1
0.732816,3864,100,1076,120,33,0,1
0.735733,3864,100,1076,120,33,0,1
0.738734,3865,100,1076,120,33,0,1
0.741732,3865,100,1076,119,33,0,1
0.744723,3866,100,1068,119,33,0,1
0.747726,3866,100,1076,120,33,0,1
0.750803,3866,100,1076,120,33,0,1
0.753740,3866,100,1072,120,33,0,1
0.756763,3867,100,1072,120,33,0,1
0.761578,3868,100,1064,120,33,0,1
0.764879,3868,100,1064,120,33,0,1
0.770418,3868,100,1072,120,33,0,1
0.773770,3869,100,1060,120,33,0,1
0.776839,3869,100,1068,119,33,0,1
0.779773,3870,100,1060,120,33,0,1
0.782730,3870,100,1060,120,33,0,1
0.785724,3870,100,1060,120,33,0,1
0.788725,3870,100,1068,120,33,0,1
0.791730,3870,100,1068,120,33,0,1
0.794823,3871,100,1068,120,33,0,1
0.797862,3871,100,1076,119,33,0,1
0.801876,3871,100,1076,120,33,0,1
0.805881,3872,100,1076,120,33,0,1
0.809856,3872,100,1076,120,33,0,1
0.813764,3873,100,1064,120,33,0,1
0.816754,3873,100,1072,120,33,0,1
0.819727,3873,100,1072,120,33,0,1
0.822726,3874,100,1064,120,33,0,1
0.825734,3874,100,1072,120,33,0,1
0.828745,3874,100,1072,120,33,0,1
0.831734,3875,100,1060,120,33,0,1
0.834743,3875,100,1060,120,33,0,1
0.837825,3875,100,1068,120,33,0,1
0.840860,3876,100,1060,120,33,0,1
0.844781,3876,100,1060,120,33,0,1
0.847753,3876,100,1068,119,33,0,1
0.850749,3876,100,1068,120,33,0,1
0.853771,3876,100,1076,120,33,0,1
0.856737,3877,100,1076,120,33,0,1
0.859729,3877,100,1076,120,33,0,1
0.862736,3877,100,1076,120,33,0,1
0.865736,3878,100,1076,119,33,0,1
0.868741,3878,100,1076,119,33,0,1
0.871736,3878,100,1072,120,33,0,1
0.874872,3879,100,1072,120,33,0,1
0.878078,3879,100,1072,120,33,0,1
0.881737,3880,100,1064,120,33,0,1
0.884756,3880,100,1064,120,33,0,1
0.887751,3881,100,1064,120,33,0,1
0.890744,3881,100,1064,120,33,0,1
0.893746,3881,100,1060,120,33,0,1
0.896746,3882,100,1060,119,33,0,1
0.899741,3882,100,1060,119,33,0,1
0.902735,3882,100,1060,119,33,0,1
0.905734,3882,100,1068,119,33,0,1
0.908813,3883,100,1060,120,33,0,1
0.911881,3883,100,1064,120,33,0,1
0.914952,3883,100,1072,120,33,0,1
0.918763,3883,100,1072,120,33,0,1
0.921736,3883,100,1072,119,33,0,1
0.924737,3884,100,1064,120,33,0,1
0.927735,3884,100,1072,120,33,0,1
0.930742,3884,100,1072,119,33,0,1
0.933763,3885,100,1068,120,33,0,1
0.936748,3885,100,1076,119,33,0,1
0.939747,3885,100,1076,120,33,0,1
0.942738,3886,100,1068,120,33,0,1
0.945887,3886,100,1076,120,33,0,1
0.949855,3887,100,1068,120,33,0,1
0.952740,3887,100,1060,120,33,0,1
0.955774,3887,100,1068,120,33,0,1
0.958747,3888,100,1060,120,33,0,1
0.961758,3888,100,1060,120,33,0,1
0.964742,3888,100,1060,120,33,0,1
0.967740,3888,100,1068,120,33,0,1
0.970738,3889,100,1060,119,33,0,1
0.973755,3889,100,1064,120,33,0,1
0.976743,3889,100,1072,119,33,0,1
0.979817,3890,100,1064,120,33,0,1
0.982868,3890,100,1064,120,33,0,1
0.986743,3890,100,1072,120,33,0,1
0.989757,3890,100,1072,120,33,0,1
0.992751,3891,100,1064,120,33,0,1
0.995862,3891,100,1072,120,33,0,1
0.999839,3891,100,1072,120,33,0,1
1.002805,3892,100,1064,120,33,0,1
1.005803,3892,100,1072,120,33,0,1
1.008741,3892,100,1072,120,33,0,1
1.011740,3892,100,1076,120,33,0,1
1.014752,3893,100,1068,120,33,0,1
1.017879,3893,100,1076,120,33,0,1
1.021864,3894,100,1068,119,33,0,1
1.025761,3894,100,1076,120,33,0,1
1.028767,3894,100,1076,120,33,0,1
1.031747,3895,100,1060,120,33,0,1
1.034756,3895,100,1060,120,33,0,1
1.037742,3895,100,1068,119,33,0,1
1.040743,3896,100,1060,119,33,0,1
1.043743,3896,100,1060,120,33,0,1
1.046741,3896,100,1068,120,33,0,1
1.049743,3896,100,1068,120,33,0,1
1.052870,3897,100,1064,120,33,0,1
1.056861,3897,100,1072,120,33,0,1
1.059828,3897,100,1072,120,33,0,1
1.062781,3897,100,1072,120,33,0,1
1.065757,3898,100,1064,119,33,0,1
1.068747,3898,100,1072,120,33,0,1
1.071743,3898,100,1076,120,33,0,1
1.074758,3899,100,1068,120,33,0,1
1.077746,3899,100,1068,120,33,0,1
1.080741,3899,100,1068,120,33,0,1
1.083747,3900,100,1068,120,33,0,1
1.086845,3900,100,1068,120,33,0,1
1.089880,3900,100,1068,119,33,0,1
1.093787,3901,100,1048,120,33,0,1
1.096780,3901,100,1048,120,33,0,1
1.099772,3901,100,1056,120,33,0,1
1.102743,3901,100,1056,120,33,0,1
1.105740,3902,100,1048,120,33,0,1
1.108758,3902,100,1048,120,33,0,1
1.111748,3902,100,1056,120,33,0,1
1.114756,3902,100,1056,120,33,0,1
1.117749,3902,100,1056,120,33,0,1
1.120749,3903,100,1056,120,33,0,1
1.123895,3903,100,1056,120,33,0,1
1.127863,3903,50,1056,120,33,0,1
1.130752,3903,50,1056,119,33,0,1
1.133771,3904,50,1048,120,33,0,1
1.136759,3904,50,1048,119,33,0,1
1.139745,3904,50,1048,120,33,0,1
1.142744,3904,50,1048,120,33,0,1
1.145749,3904,50,1048,119,33,0,1
1.148746,3904,50,1048,120,33,0,1
1.151754,3904,50,1044,120,33,0,1
1.154760,3905,50,20,119,33,0,1
1.157837,3905,50,20,119,33,0,1
1.160881,3905,50,20,120,33,0,1
1.164761,3905,50,20,120,33,0,1
1.167765,3905,50,20,120,33,0,1
1.170777,3905,50,20,120,33,0,1
1.173775,3905,50,20,119,33,0,1
1.176753,3905,50,20,119,33,0,1
1.179746,3905,50,20,119,33,0,1
1.182756,3905,50,20,120,33,0,1
1.185747,3905,0,20,120,33,0,0
1.188751,3905,0,20,120,33,0,0
1.191747,3905,0,0,120,33,0,0
1.194909,3905,0,0,120,33,0,0
1.198949,3905,0,0,119,33,0,0
1.202911,3905,0,0,120,33,0,0
1.205975,3905,0,0,120,33,0,0
1.209773,3905,0,0,120,33,0,0
1.212775,3905,0,0,120,33,0,0
1.215775,3905,0,0,120,33,0,0
1.218762,3905,0,0,120,33,0,0
1.221751,3905,0,0,120,33,0,0
1.224749,3905,0,0,119,33,0,0
1.227757,3905,0,0,120,33,0,0
1.230860,3905,0,0,120,33,0,0
1.233877,3905,0,0,120,33,0,0
1.237757,3905,0,0,120,33,0,0
1.240785,3905,0,0,120,33,0,0
1.243800,3905,0,0,120,33,0,0
1.246782,3905,0,0,120,33,0,0
1.249757,3905,0,0,120,33,0,0
1.252750,3905,0,0,120,33,0,0
1.255786,3905,0,0,119,33,0,0
1.258752,3905,0,0,120,33,0,0
1.261769,3905,0,0,119,33,0,0
1.264763,3905,0,0,119,33,0,0
1.267905,3905,0,0,120,33,0,0
1.271860,3905,0,0,120,33,0,0
1.274783,3905,0,0,119,33,0,0
1.277787,3905,0,0,120,33,0,0
1.280788,3905,0,0,120,33,0,0
1.283769,3905,0,0,120,33,0,0
1.286763,3905,0,0,120,33,0,0
1.289756,3905,0,0,120,33,0,0
1.292769,3905,0,0,120,33,0,0
1.295762,3905,0,0,120,33,0,0
1.298754,3905,0,0,120,33,0,0
1.301890,3905,0,0,120,33,0,0
1.305860,3905,0,0,120,33,0,0
1.308807,3905,0,0,120,33,0,0
1.311834,3905,0,0,120,33,0,0
1.314774,3905,0,0,120,33,0,0
1.317760,3905,0,0,120,33,0,0
1.320754,3905,0,0,119,33,0,0
1.323789,3905,0,0,120,33,0,0
1.326785,3905,0,0,120,33,0,0
1.329766,3905,0,0,119,33,0,0
1.332763,3905,0,0,120,33,0,0
1.335760,3905,0,0,120,33,0,0
1.338902,3905,0,0,120,33,0,0
1.342891,3905,0,0,120,33,0,0
1.346868,3905,0,0,120,33,0,0
1.349854,3905,0,0,120,33,0,0
1.352813,3905,0,0,120,33,0,0
1.355791,3905,0,0,120,33,0,0
1.358794,3905,0,0,120,33,0,0
1.361763,3905,0,0,120,33,0,0
1.364813,3905,0,0,120,33,0,0
1.367791,3905,0,0,120,33,0,0
1.372436,3905,0,0,120,33,0,0
1.375796,3905,0,0,120,33,0,0
1.378773,3905,0,0,120,33,0,0
1.381827,3905,0,0,120,33,0,0
1.384791,3905,0,0,120,33,0,0
1.388139,3905,0,0,120,33,0,0
1.391892,3905,0,0,119,33,0,0
1.395905,3905,0,0,120,33,0,0
1.399921,3905,0,0,120,33,0,0
1.403925,3905,0,0,120,33,0,0
1.407801,3905,0,0,119,33,0,0
1.410803,3905,0,0,120,33,0,0
1.413768,3905,0,0,120,33,0,0
1.416801,3905,0,0,119,33,0,0
1.419767,3905,0,0,120,33,0,0
1.422776,3905,0,0,120,33,0,0
1.425761,3905,0,0,119,33,0,0
1.428904,3905,0,0,119,33,0,0
1.432870,3905,0,0,120,33,0,0
1.435767,3905,0,0,120,33,0,0
1.438766,3905,0,0,120,33,0,0
1.441781,3905,0,0,120,33,0,0
1.444768,3905,0,0,120,33,0,0
1.447759,3905,0,0,120,33,0,0
1.450783,3905,0,0,120,33,0,0
1.453787,3905,0,0,120,33,0,0
1.456765,3905,0,0,120,33,0,0
1.459762,3905,0,0,119,33,0,0
1.462846,3905,0,0,120,33,0,0
1.465834,3905,0,0,120,33,0,0
1.468830,3905,0,0,120,33,0,0
1.471767,3905,0,0,120,33,0,0
1.474775,3905,0,0,120,33,0,0
1.477788,3905,0,0,119,33,0,0
1.480763,3905,0,0,120,33,0,0
1.483780,3905,0,0,120,33,0,0
1.486770,3905,0,0,120,33,0,0
1.489771,3905,0,0,120,33,0,0
1.492776,3905,0,0,120,33,0,0
1.495772,3905,0,0,120,33,0,0
1.498847,3905,0,0,120,33,0,0
1.501860,3905,0,0,120,33,0,0
1.504766,3905,0,0,120,33,0,0
1.507796,3905,0,0,119,33,0,0
1.510789,3905,0,0,120,33,0,0
1.513777,3905,0,0,120,33,0,0
1.516786,3905,0,0,120,33,0,0
1.519767,3905,0,0,120,33,0,0
1.522769,3905,0,0,120,33,0,0
1.525779,3905,0,0,120,33,0,0
1.528774,3905,0,0,120,33,0,0
1.531766,3905,0,0,120,33,0,0
1.534886,3905,0,0,120,33,0,0
1.537839,3905,0,0,120,33,0,0
1.540771,3905,0,0,120,33,0,0
1.543775,3905,0,0,120,33,0,0
1.546800,3905,0,0,120,33,0,0
1.549792,3905,0,0,120,33,0,0
1.552768,3905,0,0,120,33,0,0
1.555766,3905,0,0,120,33,0,0
1.558789,3905,0,0,120,33,0,0
1.561768,3905,0,0,120,33,0,0
1.564768,3905,0,0,120,33,0,0
1.567783,3905,0,0,120,33,0,0
1.570875,3905,0,0,120,33,0,0
1.573850,3905,0,0,120,33,0,0
1.576774,3905,0,0,119,33,0,0
1.579791,3905,0,0,120,33,0,0
1.582791,3905,0,0,120,33,0,0
1.585768,3905,0,0,120,33,0,0
1.588766,3905,0,0,120,33,0,0
1.591784,3905,0,0,120,33,0,0
1.594804,3905,0,0,120,33,0,0
1.597882,3905,0,0,120,33,0,0
1.600900,3905,0,0,119,33,0,0
1.604031,3905,0,0,120,33,0,0
1.607884,3905,0,0,120,33,0,0
1.610862,3905,0,0,120,33,0,0
1.613774,3905,0,0,119,33,0,0
1.616793,3905,0,0,120,33,0,0
1.619777,3905,0,0,120,33,0,0
1.622768,3905,0,0,120,33,0,0
1.625784,3905,0,0,120,33,0,0
1.628774,3905,0,0,120,33,0,0
1.631778,3905,0,0,120,33,0,0
1.634785,3905,0,0,120,33,0,0
1.637771,3905,0,0,120,33,0,0
1.640819,3905,0,0,120,33,0,0
1.643915,3905,0,0,120,33,0,0
1.647796,3905,0,0,120,33,0,0
1.650800,3905,0,0,120,33,0,0
1.653810,3905,0,0,120,33,0,0
1.656775,3905,0,0,120,33,0,0
1.659791,3905,0,0,120,33,0,0
1.662772,3905,0,0,120,33,0,0
1.665792,3905,0,0,120,33,0,0
1.668778,3905,0,0,120,33,0,0
1.671783,3905,0,0,119,33,0,0
1.674788,3905,0,0,119,33,0,0
1.677859,3905,0,0,120,33,0,0
1.680904,3905,0,0,120,33,0,0
1.684812,3905,0,0,120,33,0,0
1.687776,3905,0,0,120,33,0,0
1.690781,3905,0,0,120,33,0,0
1.693786,3905,0,0,120,33,0,0
1.696780,3905,0,0,120,33,0,0
1.699789,3905,0,0,120,33,0,0
1.702776,3905,0,0,119,33,0,0
1.705773,3905,0,0,120,33,0,0
1.708793,3905,0,0,119,33,0,0
1.711820,3905,0,0,120,33,0,0
1.714918,3905,0,0,119,33,0,0
1.718813,3905,0,0,120,33,0,0
1.721784,3905,0,0,120,33,0,0
1.724816,3905,0,0,119,33,0,0
1.727795,3905,0,0,120,33,0,0
1.730783,3905,0,0,120,33,0,0
1.733793,3905,0,0,120,33,0,0
1.736780,3905,0,0,120,33,0,0
1.739776,3905,0,0,120,33,0,0
1.742792,3905,0,0,120,33,0,0
1.745778,3905,0,0,120,33,0,0
1.748776,3905,0,0,120,33,0,0
1.751831,3905,0,0,120,33,0,0
1.754811,3905,0,0,119,33,0,0
1.757933,3905,0,0,119,33,0,0
1.761119,3905,0,0,120,33,0,0
1.764898,3905,0,0,120,33,0,0
1.770235,3905,0,0,119,33,0,0
1.773860,3905,0,0,120,33,0,0
1.776815,3905,0,0,119,33,0,0
