t_s,pos,speed,load,voltage,temp,status,moving
0.000001,3906,0,0,120,33,0,1
0.003880,3906,0,0,120,33,0,1
0.007006,3906,0,28,120,33,0,1
0.010964,3906,0,28,120,33,0,1
0.014895,3906,0,28,120,33,0,1
0.017874,3906,0,28,120,33,0,1
0.020856,3906,0,28,120,33,0,1
0.023847,3906,0,28,120,33,0,1
0.026861,3906,0,36,120,33,0,1
0.029849,3906,0,36,120,33,0,1
0.032873,3906,0,36,119,33,0,1
0.035852,3906,0,36,120,33,0,1
0.038861,3906,0,36,120,33,0,1
0.041970,3906,0,36,120,33,0,1
0.045954,3906,0,44,119,33,0,1
0.048866,3906,0,44,120,33,0,1
0.051860,3906,0,44,120,33,0,1
0.054871,3906,0,44,120,33,0,1
0.057874,3906,0,44,120,33,0,1
0.060942,3906,0,44,120,33,0,1
0.063903,3906,0,44,120,33,0,1
0.066881,3906,0,52,120,33,0,1
0.069848,3906,0,52,120,33,0,1
0.072845,3906,0,52,120,33,0,1
0.075846,3906,0,52,120,33,0,1
0.078988,3906,0,52,120,33,0,1
0.082929,3906,0,52,120,33,0,1
0.085868,3906,0,60,120,33,0,1
0.088853,3906,0,60,120,33,0,1
0.091851,3905,0,52,119,33,0,1
0.094875,3905,0,52,120,33,0,1
0.097851,3905,0,52,120,33,0,1
0.100853,3905,-32718,52,120,33,0,1
0.103851,3905,-32718,52,120,33,0,1
0.106850,3904,-32718,44,120,33,0,1
0.109865,3904,-32718,44,120,33,0,1
0.113009,3904,-32718,44,120,33,0,1
0.116124,3904,-32718,44,120,33,0,1
0.119864,3903,-32718,36,119,33,0,1
0.122860,3903,-32668,36,119,33,0,1
0.125861,3903,-32668,44,120,33,0,1
0.128874,3903,-32668,48,119,33,0,1
0.131861,3902,-32668,40,119,33,0,1
0.134855,3902,-32668,40,120,33,0,1
0.137859,3902,-32668,40,119,33,0,1
0.140850,3902,-32718,40,120,33,0,1
0.143867,3902,-32718,40,120,33,0,1
0.147008,3901,-32718,36,119,33,0,1
0.150978,3901,-32718,36,119,33,0,1
0.154866,3901,-32718,36,120,33,0,1
0.157869,3901,-32718,36,119,33,0,1
0.160922,3901,-32718,36,120,33,0,1
0.163874,3900,-32718,28,119,33,0,1
0.166882,3900,-32718,40,120,33,0,1
0.169854,3900,-32718,40,120,33,0,1
0.172852,3900,-32718,40,120,33,0,1
0.175878,3900,-32718,40,120,33,0,1
0.178858,3900,-32718,40,120,33,0,1
0.182045,3899,-32668,32,120,33,0,1
0.185986,3899,-32668,40,120,33,0,1
0.189862,3899,-32668,40,119,33,0,1
0.192867,3899,-32668,40,119,33,0,1
0.195969,3898,-32668,32,120,33,0,1
0.198890,3898,-32668,32,120,33,0,1
0.201900,3898,-32718,32,120,33,0,1
0.204866,3898,-32718,32,120,33,0,1
0.207881,3898,-32718,40,120,33,0,1
0.210895,3898,-32718,40,120,33,0,1
0.213868,3897,-32718,32,120,33,0,1
0.216915,3897,-32718,32,119,33,0,1
0.219972,3897,-32718,32,120,33,0,1
0.222985,3897,-32718,32,120,33,0,1
0.226901,3896,-32718,28,120,33,0,1
0.229933,3896,-32718,28,119,33,0,1
0.232908,3896,-32718,28,120,33,0,1
0.235880,3896,-32718,28,120,33,0,1
0.238875,3896,-32718,28,119,33,0,1
0.241889,3896,-32718,28,120,33,0,1
0.244907,3896,-32718,28,119,33,0,1
0.247877,3896,-32718,44,120,33,0,1
0.250901,3896,-32718,44,120,33,0,1
0.253906,3896,-32718,44,120,33,0,1
0.256975,3896,-32718,44,120,33,0,1
0.260042,3895,-32718,36,120,33,0,1
0.264023,3895,-32718,36,120,33,0,1
0.267993,3895,-32718,40,120,33,0,1
0.271884,3894,-32718,32,120,33,0,1
0.275006,3894,-32718,32,120,33,0,1
0.278910,3894,-32718,32,120,33,0,1
0.281876,3894,-32718,32,120,33,0,1
0.284910,3893,-32718,24,120,33,0,1
0.287861,3893,-32718,28,120,33,0,1
0.290859,3893,-32718,28,120,33,0,1
0.293889,3893,-32718,28,119,33,0,1
0.296987,3892,-32718,20,120,33,0,1
0.300978,3892,-32668,20,119,33,0,1
0.303868,3892,-32668,20,120,33,0,1
0.306878,3892,-32668,32,120,33,0,1
0.309892,3892,-32668,32,120,33,0,1
0.312906,3892,-32668,32,120,33,0,1
0.315894,3892,-32668,32,120,33,0,1
0.318874,3892,-32668,32,120,33,0,1
0.321862,3892,0,32,120,33,0,1
0.324871,3892,0,40,120,33,0,1
0.327890,3892,0,44,120,33,0,1
0.330951,3892,0,44,120,33,0,1
0.334051,3892,0,44,120,33,0,1
0.337906,3891,0,36,120,33,0,1
0.340883,3891,-32718,36,120,33,0,1
0.343889,3891,-32718,36,120,33,0,1
0.347007,3891,-32718,40,120,33,0,1
0.349871,3890,-32718,32,119,33,0,1
0.352867,3890,-32718,32,120,33,0,1
0.355864,3890,-32718,32,120,33,0,1
0.358882,3890,-32718,32,120,33,0,1
0.361874,3890,-32718,32,120,33,0,1
0.364863,3890,-32718,40,120,33,0,1
0.368004,3889,-32718,32,120,33,0,1
0.371985,3889,-32718,32,120,33,0,1
0.375870,3889,-32718,32,120,33,0,1
0.378915,3889,-32718,32,120,33,0,1
0.382881,3888,-32718,24,120,33,0,1
0.385876,3888,-32718,28,119,33,0,1
0.388864,3888,-32718,28,120,33,0,1
0.392074,3888,-32718,28,120,33,0,1
0.395873,3888,-32718,28,120,33,0,1
