t_s,pos,speed_raw,speed_mag,speed,load,voltage,temp,status,moving
0.000001,4092,0,0,0,20,119,36,0,1
0.003773,4092,0,0,0,20,119,37,0,1
0.006713,4092,0,0,0,20,120,37,0,1
0.009711,4092,0,0,0,20,120,36,0,1
0.012698,4092,0,0,0,20,120,37,0,1
0.015718,4092,0,0,0,20,119,36,0,1
0.018770,4092,0,0,0,0,119,36,0,1
0.021848,4092,0,0,0,0,120,37,0,1
0.029710,4092,0,0,0,0,119,36,0,1
0.032701,4092,0,0,0,0,120,36,0,1
0.035761,4092,0,0,0,24,120,36,0,1
0.038703,4092,0,0,0,28,120,36,0,1
0.041701,4092,0,0,0,28,120,36,0,1
0.044715,4092,0,0,0,28,120,36,0,1
0.047699,4092,0,0,0,28,119,37,0,1
0.050840,4092,0,0,0,36,120,36,0,1
0.058744,4092,0,0,0,36,120,37,0,1
0.061747,4092,0,0,0,36,120,37,0,1
0.064795,4092,0,0,0,44,119,36,0,1
0.067698,4092,0,0,0,44,120,36,0,1
0.070703,4092,0,0,0,44,120,37,0,1
0.073741,4092,0,0,0,52,120,36,0,1
0.076701,4092,0,0,0,52,120,36,0,1
0.079700,4092,0,0,0,56,120,36,0,1
0.082860,4092,0,0,0,56,120,37,0,1
0.086777,4092,0,0,0,64,120,37,0,1
0.089705,4092,0,0,0,64,120,37,0,1
0.092774,4092,0,0,0,64,120,37,0,1
0.095724,4092,0,0,0,72,120,37,0,1
0.098712,4092,0,0,0,72,119,37,0,1
0.101700,4091,0,0,0,64,119,36,0,1
0.104723,4091,0,0,0,72,120,37,0,1
0.107700,4091,0,0,0,72,119,36,0,1
0.110710,4090,32868,100,-100,64,119,36,0,1
0.113935,4090,32868,100,-100,72,120,36,0,1
0.117713,4090,32868,100,-100,64,120,37,0,1
0.120728,4090,32868,100,-100,64,120,37,0,1
0.123723,4089,32868,100,-100,64,119,36,0,1
0.126803,4089,32868,100,-100,64,120,37,0,1
0.129714,4089,32868,100,-100,64,120,37,0,1
0.132720,4088,32868,100,-100,64,120,36,0,1
0.135727,4088,32868,100,-100,64,120,37,0,1
0.138708,4087,32868,100,-100,56,119,37,0,1
0.141705,4087,32868,100,-100,64,120,37,0,1
0.144962,4086,32868,100,-100,56,120,36,0,1
0.148726,4086,32868,100,-100,64,119,36,0,1
0.151729,4085,32918,150,-150,56,120,36,0,1
0.154734,4085,32918,150,-150,56,120,37,0,1
0.157706,4084,32918,150,-150,52,119,37,0,1
0.160788,4084,32918,150,-150,52,120,36,0,1
0.163732,4084,32918,150,-150,52,120,36,0,1
0.166704,4083,32918,150,-150,52,120,36,0,1
0.169704,4083,32918,150,-150,52,119,36,0,1
0.172730,4083,32868,100,-100,52,120,37,0,1
0.179825,4083,32868,100,-100,68,119,37,0,1
0.182720,4083,32868,100,-100,76,120,37,0,1
0.185757,4083,32868,100,-100,76,120,37,0,1
0.188725,4083,32868,100,-100,76,120,36,0,1
0.191727,4082,0,0,0,76,120,37,0,1
0.194732,4082,0,0,0,76,120,37,0,1
0.197705,4082,0,0,0,76,120,37,0,1
0.200704,4081,0,0,0,76,120,37,0,1
0.203749,4081,0,0,0,76,120,36,0,1
0.206839,4080,0,0,0,76,119,37,0,1
0.210827,4080,32918,150,-150,76,120,37,0,1
0.213748,4079,32918,150,-150,68,120,37,0,1
0.216711,4079,32918,150,-150,72,120,37,0,1
0.219709,4078,32918,150,-150,64,120,37,0,1
0.222753,4078,32918,150,-150,64,119,37,0,1
0.225735,4077,32918,150,-150,64,119,37,0,1
0.228706,4077,32918,150,-150,64,120,36,0,1
0.231706,4076,32968,200,-200,56,120,36,0,1
0.234726,4076,32968,200,-200,64,120,37,0,1
0.237866,4075,32968,200,-200,48,120,37,0,1
0.241802,4075,32968,200,-200,56,119,36,0,1
0.244808,4074,32968,200,-200,48,119,37,0,1
0.247714,4074,32968,200,-200,48,119,37,0,1
0.250715,4074,32868,100,-100,56,120,37,0,1
0.253786,4073,32868,100,-100,48,120,37,0,1
0.256729,4073,32868,100,-100,68,119,37,0,1
0.259715,4072,32868,100,-100,60,120,37,0,1
0.262710,4072,32868,100,-100,60,119,37,0,1
0.265726,4072,32868,100,-100,68,119,36,0,1
0.268840,4071,32868,100,-100,60,120,37,0,1
0.271851,4070,32918,150,-150,60,120,37,0,1
0.275784,4070,32918,150,-150,60,119,36,0,1
0.278734,4070,32918,150,-150,52,120,37,0,1
0.281714,4069,32918,150,-150,52,119,36,0,1
0.284783,4069,32918,150,-150,52,120,37,0,1
0.287731,4069,32918,150,-150,52,119,37,0,1
0.290716,4068,32918,150,-150,52,120,37,0,1
0.293731,4068,32918,150,-150,52,119,36,0,1
0.296711,4067,32918,150,-150,56,120,36,0,1
0.299851,4067,32918,150,-150,56,119,36,0,1
0.303851,4067,32918,150,-150,64,119,36,0,1
0.307758,4066,32918,150,-150,56,120,37,0,1
0.310741,4066,32868,100,-100,56,119,37,0,1
0.313736,4065,32868,100,-100,56,120,37,0,1
0.316729,4065,32868,100,-100,56,119,37,0,1
0.319727,4065,32868,100,-100,64,119,37,0,1
0.322716,4064,32868,100,-100,56,119,37,0,1
0.325736,4064,32868,100,-100,56,119,36,0,1
0.328711,4063,32868,100,-100,56,120,37,0,1
0.331826,4063,32918,150,-150,56,120,36,0,1
0.337932,4062,32918,150,-150,56,120,37,0,1
0.341735,4062,32918,150,-150,56,119,37,0,1
0.344791,4061,32918,150,-150,56,119,37,0,1
0.347738,4061,32918,150,-150,56,119,37,0,1
0.350725,4060,32918,150,-150,56,119,36,0,1
0.353773,4060,32918,150,-150,56,120,37,0,1
0.356720,4060,32918,150,-150,56,119,36,0,1
0.359717,4059,32918,150,-150,56,120,37,0,1
0.362833,4059,32918,150,-150,56,120,36,0,1
0.369721,4058,32918,150,-150,56,120,37,0,1
0.372752,4058,32868,100,-100,56,120,36,0,1
0.375765,4057,32868,100,-100,56,120,37,0,1
0.378735,4057,32868,100,-100,56,119,37,0,1
0.381716,4056,32868,100,-100,56,120,36,0,1
0.384778,4056,32868,100,-100,56,119,36,0,1
0.387734,4056,32868,100,-100,56,120,36,0,1
0.390737,4056,32868,100,-100,64,120,37,0,1
0.393838,4055,32868,100,-100,56,119,36,0,1
0.396806,4054,32868,100,-100,60,119,36,0,1
0.399720,4054,32868,100,-100,60,120,37,0,1
0.402717,4054,32868,100,-100,60,120,37,0,1
0.405778,4053,32868,100,-100,60,120,36,0,1
0.408749,4053,32868,100,-100,60,120,37,0,1
0.411726,4052,32918,150,-150,60,120,38,0,1
0.414742,4052,32918,150,-150,60,120,37,0,1
0.417725,4051,32918,150,-150,44,120,37,0,1
0.420746,4051,32918,150,-150,52,120,37,0,1
0.423768,4051,32918,150,-150,52,120,36,0,1
0.426788,4050,32918,150,-150,52,120,37,0,1
0.429748,4050,32918,150,-150,52,119,37,0,1
0.432749,4049,32918,150,-150,44,119,37,0,1
0.435750,4049,32918,150,-150,56,120,37,0,1
0.438746,4049,32918,150,-150,56,119,36,0,1
0.441736,4048,32918,150,-150,56,120,37,0,1
0.444753,4048,32918,150,-150,56,119,36,0,1
0.447721,4048,32918,150,-150,56,119,36,0,1
0.450736,4048,32868,100,-100,64,120,36,0,1
0.453770,4047,32868,100,-100,56,120,36,0,1
0.456851,4047,32868,100,-100,64,119,37,0,1
0.460816,4046,32868,100,-100,56,119,36,0,1
0.463751,4046,32868,100,-100,56,119,37,0,1
0.466720,4045,32868,100,-100,56,119,36,0,1
0.469721,4045,32918,150,-150,56,119,36,0,1
0.472784,4044,32918,150,-150,56,120,36,0,1
0.475753,4044,32918,150,-150,56,120,36,0,1
0.478728,4044,32918,150,-150,56,119,37,0,1
0.481720,4043,32918,150,-150,56,120,37,0,1
0.484771,4043,32918,150,-150,56,119,36,0,1
0.487812,4042,32918,150,-150,56,120,37,0,1
0.490867,4042,32918,150,-150,56,120,36,0,1
0.494811,4042,32918,150,-150,64,120,36,0,1
0.497726,4041,32918,150,-150,60,120,37,0,1
0.500724,4041,32918,150,-150,60,120,37,0,1
0.503793,4040,32918,150,-150,60,120,37,0,1
0.506726,4040,32918,150,-150,60,120,37,0,1
0.509737,4039,32918,150,-150,60,119,36,0,1
0.512726,4039,32918,150,-150,60,119,37,0,1
0.515741,4038,32918,150,-150,40,120,36,0,1
0.518840,4038,32918,150,-150,48,120,37,0,1
0.521838,4038,32918,150,-150,48,119,37,0,1
0.524770,4037,32918,150,-150,48,120,36,0,1
0.527756,4037,32918,150,-150,48,120,36,0,1
0.530728,4036,32868,100,-100,40,119,37,0,1
0.533777,4036,32868,100,-100,48,120,37,0,1
0.536768,4036,32868,100,-100,60,119,36,0,1
0.539728,4035,32868,100,-100,60,119,37,0,1
0.542741,4035,32868,100,-100,60,120,36,0,1
0.545747,4035,32868,100,-100,60,120,36,0,1
0.548724,4034,32868,100,-100,60,120,37,0,1
0.551887,4034,32918,150,-150,60,119,37,0,1
0.555815,4034,32918,150,-150,68,120,36,0,1
0.558740,4033,32918,150,-150,60,119,37,0,1
0.561755,4033,32918,150,-150,60,120,37,0,1
0.564760,4032,32918,150,-150,60,120,37,0,1
0.567742,4032,32918,150,-150,60,120,37,0,1
0.570744,4031,32868,100,-100,60,120,37,0,1
0.573769,4031,32868,100,-100,60,120,36,0,1
0.576731,4030,32868,100,-100,40,119,36,0,1
0.579742,4030,32868,100,-100,48,120,36,0,1
0.582743,4029,32868,100,-100,40,120,37,0,1
0.585766,4029,32868,100,-100,48,119,36,0,1
0.588754,4029,32868,100,-100,48,119,37,0,1
0.591795,4028,32968,200,-200,40,120,37,0,1
0.594929,4028,32968,200,-200,60,120,36,0,1
0.598736,4027,32968,200,-200,52,119,37,0,1
0.601728,4027,32968,200,-200,60,120,37,0,1
0.604788,4027,32968,200,-200,60,119,36,0,1
0.607744,4027,32968,200,-200,60,119,37,0,1
0.610730,4026,32818,50,-50,60,120,37,0,1
0.613748,4026,32818,50,-50,60,120,37,0,1
0.616729,4026,32818,50,-50,68,120,37,0,1
0.619730,4025,32818,50,-50,60,119,36,0,1
0.622846,4025,32818,50,-50,60,120,37,0,1
0.625908,4024,32818,50,-50,60,119,37,0,1
0.629759,4024,32918,150,-150,60,120,37,0,1
0.632745,4023,32918,150,-150,60,120,37,0,1
0.635751,4023,32918,150,-150,52,119,37,0,1
0.638763,4022,32918,150,-150,52,120,36,0,1
0.641746,4022,32918,150,-150,52,119,37,0,1
0.644769,4021,32918,150,-150,44,120,36,0,1
0.647733,4021,32918,150,-150,52,120,37,0,1
0.650730,4021,32918,150,-150,52,120,36,0,1
0.653866,4020,32918,150,-150,52,120,37,0,1
0.656869,4020,32918,150,-150,56,120,37,0,1
0.660787,4020,32918,150,-150,64,120,37,0,1
0.663765,4019,32918,150,-150,56,120,37,0,1
0.666730,4019,32918,150,-150,56,120,36,0,1
0.669750,4019,32868,100,-100,64,120,37,0,1
0.672742,4018,32868,100,-100,56,120,36,0,1
0.675778,4017,32868,100,-100,60,119,37,0,1
0.678740,4017,32868,100,-100,60,119,36,0,1
0.681731,4017,32868,100,-100,60,120,36,0,1
0.684874,4016,32868,100,-100,60,119,36,0,1
0.687885,4016,32868,100,-100,60,120,37,0,1
0.690948,4015,32918,150,-150,60,119,37,0,1
0.694825,4015,32918,150,-150,52,120,36,0,1
0.697751,4014,32918,150,-150,44,120,37,0,1
0.700758,4014,32918,150,-150,52,120,36,0,1
0.703762,4014,32918,150,-150,52,120,36,0,1
0.706756,4013,32918,150,-150,52,120,36,0,1
0.709740,4013,32918,150,-150,52,119,36,0,1
0.712741,4013,32918,150,-150,60,120,37,0,1
0.715842,4012,32918,150,-150,56,119,36,0,1
0.718876,4012,32918,150,-150,56,120,36,0,1
0.722753,4011,32918,150,-150,56,120,37,0,1
0.725823,4010,32918,150,-150,48,120,36,0,1
0.728752,4010,32918,150,-150,56,119,36,0,1
0.731753,4010,32918,150,-150,56,119,37,0,1
0.734756,4009,32918,150,-150,44,119,36,0,1
0.737749,4009,32918,150,-150,52,119,37,0,1
0.740766,4009,32918,150,-150,52,119,36,0,1
0.743759,4008,32918,150,-150,52,119,37,0,1
0.746748,4008,32918,150,-150,52,119,37,0,1
0.749890,4007,32868,100,-100,52,120,36,0,1
0.753767,4007,32868,100,-100,52,119,37,0,1
0.756781,4007,32868,100,-100,60,119,36,0,1
0.759782,4006,32868,100,-100,60,119,36,0,1
0.762781,4006,32868,100,-100,60,119,36,0,1
0.765759,4005,32868,100,-100,60,119,37,0,1
0.768744,4005,32918,150,-150,60,119,37,0,1
0.771741,4005,32918,150,-150,60,119,37,0,1
0.774806,4004,32918,150,-150,56,120,37,0,1
0.777745,4004,32918,150,-150,56,120,37,0,1
0.780892,4003,32918,150,-150,56,120,37,0,1
0.784867,4003,32918,150,-150,56,120,36,0,1
0.787745,4003,32918,150,-150,64,119,37,0,1
0.790740,4002,32868,100,-100,56,120,37,0,1
0.793802,4002,32868,100,-100,56,120,37,0,1
0.796755,4001,32868,100,-100,56,120,36,0,1
0.799737,4001,32868,100,-100,56,119,36,0,1
0.802736,4000,32868,100,-100,56,120,37,0,1
0.805761,4000,32868,100,-100,56,119,36,0,1
0.808747,4000,32918,150,-150,56,120,36,0,1
0.811897,3999,32918,150,-150,56,120,37,0,1
0.815843,3999,32918,150,-150,56,119,36,0,1
0.818740,3998,32918,150,-150,56,120,37,0,1
0.821742,3998,32918,150,-150,56,120,37,0,1
0.824795,3997,32918,150,-150,48,119,36,0,1
0.827795,3997,32918,150,-150,56,120,37,0,1
0.830741,3997,32918,150,-150,56,120,37,0,1
0.833760,3997,32918,150,-150,64,120,36,0,1
0.836752,3996,32918,150,-150,56,120,36,0,1
0.839738,3996,32918,150,-150,56,119,37,0,1
0.842841,3995,32918,150,-150,56,120,37,0,1
0.849770,3994,32918,150,-150,56,120,37,0,1
0.852762,3994,32918,150,-150,56,119,37,0,1
0.855783,3994,32918,150,-150,64,119,37,0,1
0.858761,3993,32918,150,-150,56,119,36,0,1
0.861745,3993,32918,150,-150,56,119,37,0,1
0.864764,3992,32918,150,-150,56,120,36,0,1
0.867738,3992,32918,150,-150,56,120,37,0,1
0.870743,3991,32868,100,-100,56,119,36,0,1
0.873964,3991,32868,100,-100,56,120,36,0,1
0.877858,3991,32868,100,-100,56,119,36,0,1
0.880755,3990,32868,100,-100,56,119,37,0,1
0.883770,3989,32868,100,-100,48,119,36,0,1
0.886748,3989,32868,100,-100,56,119,36,0,1
0.889751,3989,32918,150,-150,56,120,37,0,1
0.892770,3988,32918,150,-150,48,120,37,0,1
0.895763,3988,32918,150,-150,56,120,37,0,1
0.898743,3988,32918,150,-150,56,119,36,0,1
0.901768,3987,32918,150,-150,56,119,37,0,1
0.905022,3987,32918,150,-150,56,119,36,0,1
0.908866,3986,32918,150,-150,56,120,37,0,1
0.911784,3986,32918,150,-150,56,119,37,0,1
0.914790,3985,32918,150,-150,44,119,37,0,1
0.917751,3985,32918,150,-150,52,120,37,0,1
0.920783,3984,32918,150,-150,44,120,37,0,1
0.923774,3984,32918,150,-150,52,120,36,0,1
0.926766,3984,32918,150,-150,52,119,37,0,1
0.929816,3983,32868,100,-100,44,119,37,0,1
0.932811,3983,32868,100,-100,52,119,37,0,1
0.935836,3983,32868,100,-100,60,119,36,0,1
0.938922,3983,32868,100,-100,68,120,36,0,1
0.942805,3982,32868,100,-100,60,119,36,0,1
0.945846,3982,32868,100,-100,60,119,37,0,1
0.948804,3981,32918,150,-150,60,120,37,0,1
0.951753,3981,32918,150,-150,60,119,37,0,1
0.954845,3980,32918,150,-150,56,120,36,0,1
0.957759,3980,32918,150,-150,56,119,36,0,1
0.960752,3979,32918,150,-150,48,119,36,0,1
0.963765,3979,32918,150,-150,56,120,37,0,1
0.966748,3978,32918,150,-150,48,119,37,0,1
0.969796,3978,32918,150,-150,56,119,37,0,1
0.972919,3977,32918,150,-150,48,119,37,0,1
0.976842,3977,32918,150,-150,52,119,36,0,1
0.979753,3977,32918,150,-150,52,119,37,0,1
0.982753,3976,32918,150,-150,44,119,36,0,1
0.985788,3976,32918,150,-150,52,119,36,0,1
0.988777,3976,32868,100,-100,52,120,37,0,1
0.991755,3975,32868,100,-100,52,120,36,0,1
0.994770,3975,32868,100,-100,60,120,37,0,1
0.997751,3975,32868,100,-100,60,119,37,0,1
1.000748,3974,32868,100,-100,60,120,37,0,1
1.003793,3974,32868,100,-100,60,120,36,0,1
1.006753,3973,32868,100,-100,60,119,37,0,1
1.009751,3973,32918,150,-150,60,120,37,0,1
1.012923,3972,32918,150,-150,52,120,36,0,1
1.020788,3971,32918,150,-150,56,120,36,0,1
1.023781,3971,32918,150,-150,56,120,36,0,1
1.026774,3971,32918,150,-150,56,119,36,0,1
1.029764,3970,32868,100,-100,56,119,36,0,1
1.032779,3970,32868,100,-100,56,120,37,0,1
1.035774,3969,32868,100,-100,56,120,37,0,1
1.038775,3969,32868,100,-100,56,120,36,0,1
1.041758,3969,32868,100,-100,56,120,37,0,1
1.044977,3968,32868,100,-100,56,119,37,0,1
1.048759,3968,32918,150,-150,56,119,36,0,1
1.051755,3967,32918,150,-150,56,119,37,0,1
1.054829,3967,32918,150,-150,56,119,37,0,1
1.057756,3967,32918,150,-150,56,119,36,0,1
1.060794,3966,32918,150,-150,56,119,36,0,1
1.063779,3966,32918,150,-150,56,120,37,0,1
1.066754,3965,32918,150,-150,56,120,37,0,1
1.069755,3965,32918,150,-150,56,120,36,0,1
1.072793,3964,32918,150,-150,48,120,37,0,1
1.075873,3964,32918,150,-150,56,120,36,0,1
1.078891,3963,32918,150,-150,48,119,36,0,1
1.082758,3963,32918,150,-150,56,120,37,0,1
1.085805,3963,32918,150,-150,56,119,37,0,1
1.088776,3962,32918,150,-150,56,119,36,0,1
1.091763,3962,32918,150,-150,56,120,36,0,1
1.094780,3962,32918,150,-150,56,120,36,0,1
1.097756,3961,32918,150,-150,56,120,37,0,1
1.100755,3961,32918,150,-150,56,120,36,0,1
1.103794,3960,32918,150,-150,56,120,37,0,1
1.106916,3960,32868,100,-100,56,120,37,0,1
1.109980,3960,32868,100,-100,64,120,36,0,1
1.113769,3959,32868,100,-100,56,120,37,0,1
1.116810,3959,32868,100,-100,56,120,37,0,1
1.119888,3958,32868,100,-100,56,119,37,0,1
1.122759,3958,32868,100,-100,56,119,36,0,1
1.125788,3957,32868,100,-100,56,120,36,0,1
