t_s,pos,speed_raw,speed_mag,speed,load,voltage,temp,status,moving
0.000000,4093,0,0,0,0,119,37,0,0
0.003940,4093,0,0,0,0,119,37,0,0
0.006943,4093,0,0,0,0,119,36,0,0
0.010036,4093,0,0,0,0,120,36,0,0
0.013978,4093,0,0,0,0,120,36,0,0
0.016894,4093,0,0,0,0,120,37,0,1
0.019887,4093,0,0,0,0,120,37,0,1
0.022917,4093,0,0,0,0,120,36,0,1
0.025929,4093,0,0,0,0,120,37,0,1
0.028918,4093,0,0,0,0,120,37,0,1
0.031894,4093,0,0,0,0,120,37,0,1
0.034908,4093,0,0,0,24,119,37,0,1
0.037971,4093,0,0,0,28,119,37,0,1
0.041031,4093,0,0,0,28,119,37,0,1
0.044975,4093,0,0,0,28,120,36,0,1
0.047915,4093,0,0,0,36,119,37,0,1
0.050893,4093,0,0,0,36,119,36,0,1
0.053984,4093,0,0,0,36,120,37,0,1
0.056936,4093,0,0,0,36,120,36,0,1
0.059897,4093,0,0,0,36,119,36,0,1
0.062891,4093,0,0,0,44,119,37,0,1
0.065915,4093,0,0,0,44,120,36,0,1
0.068891,4093,0,0,0,44,119,37,0,1
0.072049,4093,0,0,0,52,120,37,0,1
0.075948,4093,0,0,0,52,120,36,0,1
0.078978,4093,0,0,0,56,119,36,0,1
0.081896,4093,0,0,0,56,120,37,0,1
0.084962,4093,0,0,0,64,119,37,0,1
0.087893,4092,0,0,0,56,120,37,0,1
0.090923,4092,32818,50,-50,56,119,37,0,1
0.093939,4092,32818,50,-50,64,120,36,0,1
0.096904,4092,32818,50,-50,60,120,37,0,1
0.099894,4092,32818,50,-50,60,120,37,0,1
0.103067,4091,32818,50,-50,60,120,37,0,1
0.110919,4090,32868,100,-100,52,119,37,0,1
0.113935,4090,32868,100,-100,60,120,36,0,1
0.116915,4090,32868,100,-100,56,119,37,0,1
0.119893,4090,32868,100,-100,56,120,37,0,1
0.122928,4090,32868,100,-100,64,119,37,0,1
0.125930,4090,32868,100,-100,64,119,37,0,1
0.128905,4089,32868,100,-100,56,119,36,0,1
0.131930,4089,32818,50,-50,64,120,36,0,1
0.135119,4089,32818,50,-50,64,120,37,0,1
0.138955,4088,32818,50,-50,56,120,37,0,1
0.141899,4088,32818,50,-50,64,120,37,0,1
0.144966,4087,32818,50,-50,56,120,37,0,1
0.147925,4087,32818,50,-50,56,120,36,0,1
0.150898,4087,32868,100,-100,64,120,36,0,1
0.153916,4086,32868,100,-100,56,120,36,0,1
0.156916,4086,32868,100,-100,56,119,36,0,1
0.159901,4085,32868,100,-100,56,120,36,0,1
0.162896,4085,32868,100,-100,56,120,37,0,1
0.166124,4085,32868,100,-100,64,119,36,0,1
0.169904,4084,32868,100,-100,56,120,37,0,1
0.172934,4084,32918,150,-150,56,120,36,0,1
0.175925,4084,32918,150,-150,64,119,36,0,1
0.178923,4083,32918,150,-150,60,120,37,0,1
0.181899,4083,32918,150,-150,60,120,37,0,1
0.184918,4083,32918,150,-150,68,120,36,0,1
0.187898,4083,32918,150,-150,68,120,36,0,1
0.190919,4083,32818,50,-50,68,120,36,0,1
0.198039,4083,32818,50,-50,76,119,36,0,1
0.201912,4082,32818,50,-50,76,120,37,0,1
0.204951,4082,32818,50,-50,76,120,36,0,1
0.207923,4081,32818,50,-50,68,120,37,0,1
0.210945,4081,32868,100,-100,76,120,36,0,1
0.213927,4080,32868,100,-100,68,120,37,0,1
0.216899,4080,32868,100,-100,72,120,37,0,1
0.219900,4079,32868,100,-100,64,120,37,0,1
0.222924,4079,32868,100,-100,64,120,36,0,1
0.225949,4078,32868,100,-100,64,120,36,0,1
0.229059,4078,32868,100,-100,64,120,36,0,1
0.232927,4077,32918,150,-150,64,119,37,0,1
0.235937,4077,32918,150,-150,64,119,37,0,1
0.238933,4076,32918,150,-150,48,119,37,0,1
0.241916,4076,32918,150,-150,56,119,37,0,1
0.244928,4076,32918,150,-150,56,120,37,0,1
0.247922,4075,32918,150,-150,48,120,37,0,1
0.250901,4075,32918,150,-150,56,120,36,0,1
0.253920,4074,32918,150,-150,48,120,37,0,1
0.256920,4074,32918,150,-150,68,120,36,0,1
0.260052,4074,32918,150,-150,68,119,36,0,1
0.264011,4073,32918,150,-150,60,120,37,0,1
0.266907,4073,32918,150,-150,68,120,37,0,1
0.269901,4072,32918,150,-150,60,120,37,0,1
0.272980,4072,32918,150,-150,68,120,36,0,1
0.275931,4071,32918,150,-150,60,120,37,0,1
0.278906,4071,32918,150,-150,52,119,36,0,1
0.281904,4070,32918,150,-150,52,119,37,0,1
0.284917,4070,32918,150,-150,52,120,37,0,1
0.287907,4070,32918,150,-150,52,120,36,0,1
0.291058,4069,32918,150,-150,52,119,36,0,1
0.299001,4068,32918,150,-150,60,120,36,0,1
0.301952,4068,32918,150,-150,60,120,36,0,1
0.304995,4067,32918,150,-150,60,119,37,0,1
0.307956,4067,32918,150,-150,60,120,37,0,1
0.310962,4067,32868,100,-100,60,120,37,0,1
0.313990,4066,32868,100,-100,60,119,36,0,1
0.316960,4066,32868,100,-100,52,120,37,0,1
0.319941,4065,32868,100,-100,52,119,37,0,1
0.323069,4065,32868,100,-100,52,119,37,0,1
0.327123,4064,32868,100,-100,52,120,37,0,1
0.331011,4063,32918,150,-150,44,119,37,0,1
0.333944,4063,32918,150,-150,52,119,36,0,1
0.336904,4063,32918,150,-150,56,120,36,0,1
0.339972,4063,32918,150,-150,56,120,37,0,1
0.342939,4062,32918,150,-150,56,119,37,0,1
0.345965,4062,32918,150,-150,56,120,37,0,1
0.348920,4062,32918,150,-150,56,119,37,0,1
0.351909,4061,32868,100,-100,56,120,37,0,1
0.355171,4061,32868,100,-100,56,119,36,0,1
0.358979,4060,32868,100,-100,56,119,37,0,1
0.361998,4060,32868,100,-100,56,120,36,0,1
0.364945,4060,32868,100,-100,64,120,37,0,1
0.367910,4059,32868,100,-100,56,119,37,0,1
0.370926,4059,32918,150,-150,56,120,36,0,1
0.373957,4058,32918,150,-150,56,119,37,0,1
0.376946,4058,32918,150,-150,56,120,36,0,1
0.379926,4058,32918,150,-150,56,120,36,0,1
0.382911,4057,32918,150,-150,56,120,37,0,1
0.386111,4057,32918,150,-150,56,119,37,0,1
0.390035,4056,32918,150,-150,56,120,37,0,1
0.393967,4056,32918,150,-150,56,120,36,0,1
0.396972,4056,32918,150,-150,68,119,37,0,1
0.399913,4055,32918,150,-150,60,120,37,0,1
0.402919,4055,32918,150,-150,60,120,37,0,1
0.405936,4055,32918,150,-150,68,120,37,0,1
0.408905,4054,32918,150,-150,60,120,37,0,1
0.411927,4053,32868,100,-100,60,119,37,0,1
0.414937,4053,32868,100,-100,60,119,37,0,1
0.418035,4052,32868,100,-100,52,120,37,0,1
0.421199,4052,32868,100,-100,52,119,37,0,1
0.424971,4051,32868,100,-100,44,120,37,0,1
0.427948,4051,32868,100,-100,52,120,37,0,1
0.430916,4051,32918,150,-150,52,119,36,0,1
0.433946,4050,32918,150,-150,52,120,37,0,1
0.436910,4050,32918,150,-150,56,119,36,0,1
0.439913,4050,32918,150,-150,56,120,37,0,1
0.442927,4049,32918,150,-150,56,120,36,0,1
0.445939,4049,32918,150,-150,56,120,37,0,1
0.449036,4048,32918,150,-150,56,120,37,0,1
0.452989,4048,32918,150,-150,56,119,37,0,1
0.455962,4048,32918,150,-150,56,120,37,0,1
0.458910,4047,32918,150,-150,56,119,37,0,1
0.461958,4047,32918,150,-150,56,120,37,0,1
0.464960,4047,32918,150,-150,64,120,36,0,1
0.467924,4046,32918,150,-150,56,120,36,0,1
0.470913,4046,32868,100,-100,56,119,36,0,1
0.473935,4045,32868,100,-100,56,120,37,0,1
0.476933,4045,32868,100,-100,56,120,36,0,1
0.480023,4044,32868,100,-100,56,119,37,0,1
0.483064,4044,32868,100,-100,56,120,37,0,1
0.485918,4044,32868,100,-100,56,120,37,0,1
0.488947,4043,32868,100,-100,56,120,37,0,1
0.491954,4043,32918,150,-150,56,120,37,0,1
0.495011,4042,32918,150,-150,56,120,36,0,1
0.497928,4042,32918,150,-150,56,120,37,0,1
0.500913,4042,32918,150,-150,56,120,37,0,1
0.503928,4041,32918,150,-150,56,119,37,0,1
0.506920,4041,32918,150,-150,56,119,36,0,1
0.509931,4040,32918,150,-150,56,119,37,0,1
0.513089,4040,32918,150,-150,56,120,36,0,1
0.516176,4039,32918,150,-150,48,119,37,0,1
0.519916,4039,32918,150,-150,56,120,36,0,1
0.522946,4039,32918,150,-150,56,120,37,0,1
0.525943,4038,32918,150,-150,56,119,36,0,1
0.529004,4038,32918,150,-150,56,119,36,0,1
0.531923,4037,32868,100,-100,48,119,36,0,1
0.534943,4037,32868,100,-100,56,119,37,0,1
0.537929,4037,32868,100,-100,56,119,37,0,1
0.540936,4036,32868,100,-100,56,120,37,0,1
0.544298,4036,32868,100,-100,56,120,37,0,1
0.548063,4035,32868,100,-100,56,120,37,0,1
0.551940,4035,32918,150,-150,56,120,36,0,1
0.554994,4035,32918,150,-150,56,120,37,0,1
0.557923,4034,32918,150,-150,60,120,36,0,1
0.560946,4034,32918,150,-150,60,120,36,0,1
0.563942,4033,32918,150,-150,60,120,36,0,1
0.566917,4033,32918,150,-150,60,120,37,0,1
0.569917,4032,32918,150,-150,52,120,37,0,1
0.572953,4032,32918,150,-150,60,119,37,0,1
0.576180,4031,32918,150,-150,40,120,37,0,1
0.580023,4031,32918,150,-150,48,119,37,0,1
0.582953,4030,32918,150,-150,40,120,36,0,1
0.585920,4030,32918,150,-150,48,120,37,0,1
0.588920,4030,32918,150,-150,48,120,37,0,1
0.591957,4030,32868,100,-100,48,120,36,0,1
0.594971,4029,32868,100,-100,48,119,36,0,1
0.597924,4029,32868,100,-100,60,119,36,0,1
0.600930,4028,32868,100,-100,60,119,37,0,1
0.603951,4028,32868,100,-100,60,119,36,0,1
0.607092,4027,32868,100,-100,60,119,37,0,1
0.611011,4027,32918,150,-150,60,120,36,0,1
0.613992,4027,32918,150,-150,60,120,36,0,1
0.616924,4026,32918,150,-150,60,119,37,0,1
0.619921,4026,32918,150,-150,60,119,36,0,1
0.622957,4025,32918,150,-150,52,120,37,0,1
0.626025,4025,32918,150,-150,60,120,37,0,1
0.628936,4025,32868,100,-100,60,120,36,0,1
0.631928,4024,32868,100,-100,60,119,36,0,1
0.634941,4024,32868,100,-100,52,119,36,0,1
0.638071,4023,32868,100,-100,52,120,37,0,1
0.641216,4023,32868,100,-100,52,120,37,0,1
0.645041,4022,32868,100,-100,52,120,37,0,1
0.647932,4022,32868,100,-100,52,120,37,0,1
0.650937,4021,32918,150,-150,44,120,37,0,1
0.653969,4021,32918,150,-150,52,120,36,0,1
0.656947,4021,32918,150,-150,56,120,37,0,1
0.659944,4020,32918,150,-150,56,120,37,0,1
0.662939,4020,32918,150,-150,56,119,37,0,1
0.665947,4020,32918,150,-150,56,120,36,0,1
0.669064,4019,32918,150,-150,56,120,36,0,1
0.673010,4019,32918,150,-150,56,120,37,0,1
0.675974,4019,32918,150,-150,68,119,37,0,1
0.678989,4018,32918,150,-150,60,119,37,0,1
0.681934,4018,32918,150,-150,60,119,37,0,1
0.684968,4017,32918,150,-150,60,120,37,0,1
0.687925,4017,32918,150,-150,60,120,37,0,1
0.690940,4016,32918,150,-150,60,120,37,0,1
0.693970,4016,32918,150,-150,60,120,36,0,1
0.696939,4015,32918,150,-150,44,120,36,0,1
0.700043,4015,32918,150,-150,52,120,37,0,1
0.703110,4014,32918,150,-150,44,119,36,0,1
0.706939,4014,32918,150,-150,52,120,37,0,1
0.709940,4014,32868,100,-100,52,120,36,0,1
0.712948,4014,32868,100,-100,60,119,37,0,1
0.715965,4013,32868,100,-100,56,120,37,0,1
0.718923,4013,32868,100,-100,56,119,37,0,1
