t_s,pos,speed_raw,speed_mag,speed,load,voltage,temp,status,moving
0.000000,4094,0,0,0,0,119,36,0,0
0.003843,4094,0,0,0,0,120,36,0,0
0.006728,4094,0,0,0,0,120,37,0,0
0.009719,4094,0,0,0,0,119,36,0,0
0.012718,4094,0,0,0,0,120,37,0,0
0.015952,4094,0,0,0,0,120,37,0,0
0.019749,4094,0,0,0,0,120,37,0,1
0.022780,4094,0,0,0,0,120,37,0,1
0.025795,4094,0,0,0,0,120,37,0,1
0.028726,4094,0,0,0,0,120,36,0,1
0.031737,4094,0,0,0,0,120,37,0,1
0.034749,4094,0,0,0,0,120,37,0,1
0.037719,4094,0,0,0,28,120,37,0,1
0.040740,4094,0,0,0,28,120,37,0,1
0.043743,4094,0,0,0,28,119,37,0,1
0.046720,4094,0,0,0,28,120,37,0,1
0.049719,4094,0,0,0,36,119,37,0,1
0.052726,4094,0,0,0,36,119,37,0,1
0.055979,4094,0,0,0,36,120,37,0,1
0.059795,4094,0,0,0,36,120,37,0,1
0.062724,4094,0,0,0,44,119,36,0,1
0.065747,4094,0,0,0,44,120,37,0,1
0.068730,4094,0,0,0,44,119,37,0,1
0.071753,4094,0,0,0,44,119,36,0,1
0.074760,4094,0,0,0,52,119,37,0,1
0.077733,4094,0,0,0,56,120,37,0,1
0.080723,4094,0,0,0,56,120,37,0,1
0.083746,4094,0,0,0,56,119,37,0,1
0.086871,4094,0,0,0,64,120,37,0,1
0.090789,4094,0,0,0,64,119,37,0,1
0.093769,4093,0,0,0,64,120,37,0,1
0.096720,4093,0,0,0,60,120,37,0,1
0.099721,4093,0,0,0,60,120,36,0,1
0.102758,4093,0,0,0,60,119,36,0,1
0.105767,4093,0,0,0,68,120,37,0,1
0.108734,4093,0,0,0,68,120,36,0,1
0.111726,4093,32818,50,-50,68,120,37,0,1
0.114742,4092,32818,50,-50,68,120,36,0,1
0.117873,4092,32818,50,-50,68,119,36,0,1
0.121775,4091,32818,50,-50,68,119,37,0,1
0.124798,4090,32818,50,-50,60,120,36,0,1
0.127729,4090,32818,50,-50,60,120,36,0,1
0.130725,4089,32918,150,-150,60,119,36,0,1
0.133763,4089,32918,150,-150,60,119,36,0,1
0.136731,4089,32918,150,-150,52,119,36,0,1
0.139738,4088,32918,150,-150,52,119,37,0,1
0.142726,4088,32918,150,-150,52,120,37,0,1
0.145745,4088,32918,150,-150,52,119,37,0,1
0.148817,4087,32918,150,-150,52,120,37,0,1
0.151847,4087,32918,150,-150,52,120,36,0,1
0.154764,4087,32918,150,-150,52,120,37,0,1
0.157772,4086,32918,150,-150,56,120,37,0,1
0.160745,4086,32918,150,-150,56,120,36,0,1
0.163778,4086,32918,150,-150,56,120,36,0,1
0.166726,4086,32918,150,-150,64,120,36,0,1
0.169733,4085,32868,100,-100,56,119,37,0,1
0.172739,4085,32868,100,-100,56,120,37,0,1
0.175760,4085,32868,100,-100,68,120,36,0,1
0.178736,4085,32868,100,-100,68,120,37,0,1
0.181880,4085,32868,100,-100,76,120,37,0,1
0.185781,4085,32868,100,-100,76,119,36,0,1
0.188731,4085,32868,100,-100,76,119,37,0,1
0.191763,4084,32818,50,-50,76,120,37,0,1
0.194772,4084,32818,50,-50,76,119,36,0,1
0.197730,4084,32818,50,-50,76,120,37,0,1
0.200733,4083,32818,50,-50,76,120,36,0,1
0.203745,4083,32818,50,-50,76,120,37,0,1
0.206745,4083,32818,50,-50,76,120,37,0,1
0.209730,4082,32868,100,-100,76,120,36,0,1
0.212882,4081,32868,100,-100,68,119,36,0,1
0.216778,4081,32868,100,-100,72,119,37,0,1
0.219732,4080,32868,100,-100,64,120,37,0,1
0.222740,4080,32868,100,-100,64,120,37,0,1
0.225801,4079,32868,100,-100,64,120,37,0,1
0.228734,4078,32868,100,-100,56,119,36,0,1
0.231732,4078,32968,200,-200,56,119,37,0,1
0.234776,4078,32968,200,-200,64,120,36,0,1
0.237752,4077,32968,200,-200,48,119,37,0,1
0.240747,4077,32968,200,-200,56,119,37,0,1
0.243952,4076,32968,200,-200,48,120,36,0,1
0.247742,4076,32968,200,-200,48,120,37,0,1
0.250736,4075,32868,100,-100,48,119,37,0,1
0.253757,4075,32868,100,-100,48,120,36,0,1
0.256773,4075,32868,100,-100,64,120,37,0,1
0.259752,4074,32868,100,-100,56,120,37,0,1
0.262734,4074,32868,100,-100,56,119,37,0,1
0.265754,4074,32868,100,-100,64,120,37,0,1
0.268733,4073,32868,100,-100,56,119,37,0,1
0.271746,4073,32918,150,-150,56,120,37,0,1
0.274971,4072,32918,150,-150,56,120,37,0,1
0.278750,4072,32918,150,-150,56,119,36,0,1
0.281736,4072,32918,150,-150,64,119,37,0,1
0.284760,4071,32918,150,-150,56,119,36,0,1
0.287734,4071,32918,150,-150,56,120,37,0,1
0.290747,4070,32918,150,-150,56,120,37,0,1
0.293762,4070,32918,150,-150,56,120,37,0,1
0.296738,4069,32918,150,-150,56,120,36,0,1
0.299731,4069,32918,150,-150,56,120,37,0,1
0.302733,4069,32918,150,-150,56,119,37,0,1
0.306006,4068,32918,150,-150,56,119,37,0,1
0.309807,4068,32868,100,-100,56,119,36,0,1
0.312739,4068,32868,100,-100,64,120,36,0,1
0.315763,4067,32868,100,-100,56,119,37,0,1
0.318737,4067,32868,100,-100,56,119,37,0,1
0.321767,4066,32868,100,-100,56,119,37,0,1
0.324772,4066,32868,100,-100,56,119,37,0,1
0.327736,4065,32868,100,-100,56,120,36,0,1
0.330733,4065,32918,150,-150,56,119,37,0,1
0.333759,4065,32918,150,-150,56,120,36,0,1
0.336737,4064,32918,150,-150,56,120,37,0,1
0.339743,4064,32918,150,-150,56,119,37,0,1
0.342748,4063,32918,150,-150,56,120,37,0,1
0.349819,4063,32868,100,-100,56,120,37,0,1
0.352756,4062,32868,100,-100,56,120,37,0,1
0.355777,4062,32868,100,-100,56,120,37,0,1
0.358782,4062,32868,100,-100,64,120,36,0,1
0.361757,4061,32868,100,-100,56,120,36,0,1
0.364761,4061,32868,100,-100,56,120,38,0,1
0.367742,4060,32868,100,-100,56,119,37,0,1
0.370735,4060,32918,150,-150,56,119,37,0,1
0.373775,4059,32918,150,-150,56,119,37,0,1
0.376801,4059,32918,150,-150,56,119,37,0,1
0.379879,4058,32918,150,-150,48,120,37,0,1
0.383755,4058,32918,150,-150,56,120,36,0,1
0.386774,4058,32918,150,-150,56,119,36,0,1
0.389753,4057,32918,150,-150,56,119,37,0,1
0.392767,4057,32918,150,-150,56,120,37,0,1
0.395779,4057,32918,150,-150,64,119,37,0,1
0.398740,4056,32918,150,-150,56,120,37,0,1
0.401752,4056,32918,150,-150,56,119,37,0,1
0.404776,4056,32918,150,-150,64,120,37,0,1
0.407814,4055,32918,150,-150,56,120,37,0,1
0.410872,4055,32868,100,-100,56,119,36,0,1
0.413997,4054,32868,100,-100,56,120,36,0,1
0.417747,4054,32868,100,-100,56,120,37,0,1
0.420740,4053,32868,100,-100,56,119,37,0,1
0.423818,4053,32868,100,-100,56,119,36,0,1
0.426772,4052,32868,100,-100,56,119,37,0,1
0.429742,4052,32918,150,-150,56,120,37,0,1
0.432765,4052,32918,150,-150,56,119,37,0,1
0.435771,4051,32918,150,-150,56,119,37,0,1
0.438754,4051,32918,150,-150,56,119,36,0,1
0.441753,4050,32918,150,-150,56,120,36,0,1
0.444761,4050,32918,150,-150,56,120,37,0,1
0.447741,4050,32918,150,-150,56,120,37,0,1
0.450894,4049,32918,150,-150,56,119,36,0,1
0.454791,4049,32918,150,-150,56,120,36,0,1
0.457779,4048,32918,150,-150,56,120,37,0,1
0.460762,4048,32918,150,-150,56,119,37,0,1
0.463774,4048,32918,150,-150,56,120,37,0,1
0.466756,4047,32918,150,-150,56,120,37,0,1
0.469750,4047,32868,100,-100,56,120,37,0,1
0.472764,4047,32868,100,-100,64,120,37,0,1
0.475769,4046,32868,100,-100,56,120,37,0,1
0.478752,4046,32868,100,-100,56,119,36,0,1
0.481904,4045,32868,100,-100,56,120,37,0,1
0.485792,4045,32868,100,-100,56,119,37,0,1
0.488746,4044,32918,150,-150,56,119,36,0,1
0.491796,4044,32918,150,-150,56,119,36,0,1
0.494774,4044,32918,150,-150,68,120,37,0,1
0.497762,4043,32918,150,-150,60,120,37,0,1
0.500752,4043,32918,150,-150,60,120,37,0,1
0.503762,4042,32918,150,-150,60,119,36,0,1
0.506760,4042,32918,150,-150,60,120,37,0,1
0.509747,4042,32868,100,-100,68,120,37,0,1
0.512906,4041,32868,100,-100,60,120,37,0,1
0.516787,4040,32868,100,-100,44,120,36,0,1
0.519752,4040,32868,100,-100,52,119,37,0,1
0.522788,4039,32868,100,-100,44,120,37,0,1
0.525811,4039,32868,100,-100,52,120,36,0,1
0.528753,4039,32918,150,-150,52,120,37,0,1
0.531746,4038,32918,150,-150,44,120,37,0,1
0.534766,4038,32918,150,-150,56,119,37,0,1
0.537769,4038,32918,150,-150,56,120,37,0,1
0.540763,4037,32918,150,-150,56,120,37,0,1
0.544040,4037,32918,150,-150,56,119,37,0,1
0.547806,4036,32918,150,-150,56,120,37,0,1
0.550762,4036,32918,150,-150,56,120,36,0,1
0.553777,4036,32918,150,-150,56,120,37,0,1
0.556787,4035,32918,150,-150,52,120,36,0,1
0.559909,4035,32918,150,-150,52,119,37,0,1
0.563770,4035,32918,150,-150,60,119,37,0,1
0.566784,4034,32918,150,-150,52,120,37,0,1
0.571546,4034,32868,100,-100,60,119,37,0,1
0.574817,4033,32868,100,-100,60,120,36,0,1
0.578163,4032,32868,100,-100,60,119,36,0,1
0.581866,4032,32868,100,-100,60,119,37,0,1
0.584837,4032,32868,100,-100,60,120,37,0,1
0.587753,4031,32868,100,-100,60,120,37,0,1
0.590797,4031,32918,150,-150,60,119,36,0,1
0.593802,4030,32918,150,-150,60,120,37,0,1
0.596775,4030,32918,150,-150,56,119,36,0,1
0.599755,4030,32918,150,-150,56,119,37,0,1
0.602755,4029,32918,150,-150,56,119,37,0,1
0.605780,4029,32918,150,-150,56,120,36,0,1
0.608772,4028,32918,150,-150,56,119,37,0,1
0.611856,4028,32918,150,-150,56,119,37,0,1
0.614790,4027,32918,150,-150,44,120,37,0,1
0.617762,4027,32918,150,-150,52,120,37,0,1
0.620757,4027,32918,150,-150,52,119,36,0,1
0.623789,4026,32918,150,-150,52,120,37,0,1
0.626781,4026,32918,150,-150,52,119,37,0,1
0.629754,4026,32868,100,-100,52,120,36,0,1
0.632754,4025,32868,100,-100,52,120,36,0,1
0.635775,4025,32868,100,-100,60,120,37,0,1
0.638759,4025,32868,100,-100,68,119,37,0,1
0.641873,4024,32868,100,-100,60,120,37,0,1
0.644836,4024,32868,100,-100,60,119,37,0,1
0.647758,4023,32868,100,-100,60,120,37,0,1
0.650766,4023,32918,150,-150,60,120,36,0,1
0.653781,4022,32918,150,-150,60,119,37,0,1
0.656810,4022,32918,150,-150,56,119,36,0,1
0.659761,4022,32918,150,-150,56,119,37,0,1
0.662773,4021,32918,150,-150,56,119,37,0,1
0.665779,4020,32918,150,-150,48,120,36,0,1
0.668757,4020,32918,150,-150,56,120,36,0,1
0.671860,4020,32918,150,-150,56,119,37,0,1
