t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3670,0,0,0,120,33,0,1
0.003103,3670,0,0,0,120,33,0,1
0.006089,3670,0,0,0,120,33,0,1
0.009068,3670,0,0,0,120,33,0,1
0.012136,3670,0,0,0,120,33,0,1
0.015237,3670,0,0,1048,120,33,0,1
0.019125,3670,0,0,1052,120,33,0,1
0.022104,3670,0,0,1052,120,33,0,1
0.025126,3670,0,0,1052,120,33,0,1
0.028091,3670,0,0,1060,120,33,0,1
0.031097,3670,0,0,1060,119,33,0,1
0.034066,3670,0,0,1060,120,33,0,1
0.037065,3670,0,0,1060,120,33,0,1
0.040069,3670,0,0,1072,120,33,0,1
0.043065,3670,0,0,1072,120,33,0,1
0.046093,3670,0,0,1072,120,33,0,1
0.049174,3670,0,0,1080,120,34,0,1
0.052148,3670,0,0,1080,120,33,0,1
0.055071,3671,0,0,1072,119,33,0,1
0.058150,3671,0,0,1076,120,33,0,1
0.061117,3671,0,0,1076,119,33,0,1
0.064107,3671,0,0,1084,120,33,0,1
0.067086,3671,0,0,1084,120,33,0,1
0.070067,3671,0,0,1084,120,33,0,1
0.073072,3671,50,50,1092,120,33,0,1
0.076066,3671,50,50,1092,120,33,0,1
0.079090,3671,50,50,1104,120,33,0,1
0.082070,3672,50,50,1096,119,33,0,1
0.085304,3673,50,50,1096,120,33,0,1
0.089202,3673,50,50,1096,120,38,0,1
0.093145,3674,150,150,1096,120,43,0,1
0.096152,3674,150,150,1096,119,33,0,1
0.099089,3675,150,150,1084,120,33,0,1
0.102067,3675,150,150,1084,120,33,0,1
0.105101,3676,150,150,1076,120,33,0,1
0.108090,3677,150,150,1076,120,33,0,1
0.111084,3677,150,150,1076,119,33,0,1
0.114096,3677,150,150,1084,120,34,0,1
0.117074,3678,150,150,1076,120,33,0,1
0.120168,3678,150,150,1088,120,33,0,1
0.123214,3679,150,150,1080,120,33,0,1
0.127199,3679,150,150,1088,120,33,0,1
0.131227,3680,150,150,1088,120,33,0,1
0.134529,3680,150,150,1088,119,34,0,1
0.138089,3681,150,150,1080,119,33,0,1
0.141078,3681,150,150,1088,119,33,0,1
0.144066,3682,150,150,1080,120,33,0,1
0.147125,3682,150,150,1088,120,34,0,1
0.150675,3683,150,150,1080,120,33,0,1
0.154140,3683,150,150,1088,120,33,0,1
0.157098,3684,150,150,1080,120,33,0,1
0.160212,3684,150,150,1088,120,33,0,1
0.164202,3685,150,150,1080,120,33,0,1
0.168165,3685,150,150,1088,120,33,0,1
0.171091,3686,150,150,1088,119,33,0,1
0.174085,3686,150,150,1088,120,33,0,1
0.177065,3687,150,150,1080,120,33,0,1
0.180092,3687,150,150,1088,120,33,0,1
0.183080,3687,150,150,1088,120,33,0,1
0.186095,3688,150,150,1088,120,35,0,1
0.189076,3688,150,150,1088,120,33,0,1
0.192081,3688,100,100,1096,120,33,0,1
0.195202,3689,100,100,1088,120,37,0,1
0.199202,3689,100,100,1100,120,34,0,1
0.202286,3690,100,100,1092,120,33,0,1
0.206186,3690,100,100,1100,120,33,0,1
0.209087,3691,100,100,1092,120,33,0,1
0.212108,3691,150,150,1100,119,33,0,1
0.215081,3691,150,150,1100,120,33,0,1
0.218089,3692,150,150,1096,120,33,0,1
0.221079,3692,150,150,1096,120,33,0,1
0.224084,3693,150,150,1088,120,33,0,1
0.227078,3693,150,150,1096,119,33,0,1
0.230164,3693,150,150,1096,120,33,0,1
0.233222,3694,150,150,1096,120,33,0,1
0.237129,3695,150,150,1088,120,33,0,1
0.240121,3695,150,150,1096,120,34,0,1
0.243138,3696,150,150,1088,120,34,0,1
0.246108,3697,150,150,1088,120,33,0,1
