t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3895,0,0,0,120,33,0,1
0.003423,3895,0,0,24,119,33,0,1
0.007472,3895,0,0,24,120,33,0,1
0.010576,3895,0,0,28,120,33,0,1
0.014246,3895,0,0,28,119,33,0,1
0.017324,3895,0,0,36,120,33,0,1
0.021012,3895,0,0,36,119,33,0,1
0.024235,3895,0,0,36,120,33,0,1
0.027244,3895,0,0,36,120,33,0,1
0.030248,3895,0,0,48,120,33,0,1
0.033233,3895,0,0,48,120,33,0,1
0.036217,3895,0,0,48,120,33,0,1
0.039215,3895,0,0,56,120,33,0,1
0.042212,3895,0,0,56,120,33,0,1
0.045246,3895,0,0,56,120,33,0,1
0.048224,3894,0,0,56,119,33,0,1
0.051278,3894,0,0,52,120,33,0,1
0.054363,3894,0,0,52,120,33,0,1
0.058267,3893,0,0,52,120,33,0,1
0.061237,3893,0,0,52,120,33,0,1
0.064219,3893,32868,100,52,120,33,0,1
0.067287,3892,32868,100,44,119,33,0,1
0.070219,3892,32868,100,48,120,33,0,1
0.073225,3892,32868,100,48,120,33,0,1
0.076217,3891,32868,100,40,120,33,0,1
0.079218,3891,32868,100,48,120,33,0,1
0.082239,3891,32868,100,48,119,33,0,1
0.085241,3891,32868,100,48,120,33,0,1
0.088325,3891,32868,100,56,120,34,0,1
0.091402,3890,32868,100,48,119,33,0,1
0.095279,3890,32868,100,48,120,33,0,1
0.098240,3890,32868,100,56,120,33,0,1
0.101292,3890,32868,100,56,120,33,0,1
0.104225,3889,32868,100,48,120,33,0,1
0.107251,3889,32868,100,48,120,33,0,1
0.110220,3889,32868,100,60,119,33,0,1
0.113233,3889,32868,100,60,120,33,0,1
0.116237,3888,32868,100,52,120,33,0,1
0.119233,3888,32868,100,60,120,33,0,1
0.122225,3887,32868,100,52,120,33,0,1
0.125374,3887,32868,100,52,120,33,0,1
0.129292,3887,32868,100,60,120,33,0,1
0.132240,3886,32868,100,44,120,33,0,1
0.135257,3886,32868,100,44,120,33,0,1
0.138243,3885,32868,100,44,120,33,0,1
0.141241,3885,32868,100,44,120,33,0,1
0.144223,3885,32868,100,44,120,33,0,1
0.147241,3884,32868,100,36,119,33,0,1
0.150241,3884,32868,100,48,120,33,0,1
0.153229,3884,32868,100,48,120,33,0,1
0.156243,3884,32868,100,48,120,33,0,1
0.159281,3884,32868,100,56,120,33,0,1
0.162367,3883,32868,100,48,120,33,0,1
0.166292,3883,32868,100,48,120,33,0,1
0.169245,3883,32868,100,56,120,33,0,1
0.172272,3882,32868,100,52,120,33,0,1
0.175229,3882,32868,100,52,120,33,0,1
0.178220,3882,32868,100,60,119,33,0,1
0.181241,3882,32868,100,60,120,33,0,1
0.184244,3881,32868,100,52,120,33,0,1
0.187293,3881,32868,100,52,120,33,0,1
0.190371,3881,32868,100,56,120,33,0,1
0.194372,3880,32868,100,48,120,33,0,1
0.198402,3880,32868,100,56,119,33,0,1
0.202413,3879,32868,100,48,119,33,0,1
0.206401,3879,32868,100,48,120,33,0,1
0.210268,3878,32868,100,44,119,33,0,1
0.213259,3878,32868,100,44,120,33,0,1
0.216246,3878,32868,100,44,120,33,0,1
0.219226,3877,32868,100,44,120,33,0,1
0.222245,3877,32868,100,44,119,33,0,1
0.225233,3877,32868,100,44,120,33,0,1
0.228226,3877,32868,100,52,120,33,0,1
0.231227,3877,32868,100,60,119,33,0,1
0.234256,3877,32868,100,60,119,33,0,1
0.237385,3876,32868,100,60,120,33,0,1
0.240514,3876,32868,100,60,120,33,0,1
0.244241,3875,32868,100,52,120,33,0,1
0.247251,3875,32868,100,52,119,33,0,1
0.250277,3875,32868,100,56,119,33,0,1
0.253244,3874,32868,100,48,119,33,0,1
0.256248,3874,32868,100,48,120,33,0,1
0.259230,3874,32868,100,56,120,33,0,1
0.262224,3873,32868,100,48,120,33,0,1
0.265246,3873,32868,100,48,120,33,0,1
0.268294,3872,32868,100,48,120,33,0,1
0.271302,3872,32868,100,44,120,33,0,1
0.274382,3872,32868,100,44,120,33,0,1
0.277445,3871,32868,100,44,120,33,0,1
0.281251,3871,32868,100,44,120,33,0,1
0.284388,3871,32868,100,44,119,33,0,1
0.288280,3870,32868,100,44,120,33,0,1
0.291252,3870,32868,100,48,120,33,0,1
0.294230,3870,32868,100,48,119,33,0,1
0.297251,3869,32868,100,48,120,33,0,1
0.300256,3869,32868,100,48,120,33,0,1
0.303231,3869,32868,100,48,120,33,0,1
0.306252,3868,32868,100,40,120,33,0,1
0.309391,3868,32868,100,48,120,33,0,1
0.313300,3868,32868,100,48,120,33,0,1
0.316296,3867,32868,100,40,120,33,0,1
0.319243,3867,32868,100,48,120,33,0,1
0.322262,3867,32868,100,48,120,33,0,1
0.325239,3866,32868,100,40,120,33,0,1
0.328232,3866,32868,100,48,119,33,0,1
0.331274,3866,32868,100,48,120,33,0,1
0.334240,3865,32868,100,40,120,33,0,1
0.337232,3865,32868,100,48,120,33,0,1
0.340251,3865,32868,100,48,120,33,0,1
0.343317,3864,32918,150,40,120,33,0,1
0.346344,3864,32918,150,40,119,33,0,1
0.349289,3864,32918,150,48,119,33,0,1
0.352500,3864,32918,150,48,119,33,0,1
0.356302,3863,32918,150,40,120,33,0,1
0.359238,3863,32918,150,48,120,33,0,1
0.362229,3863,32918,150,48,120,33,0,1
0.365249,3862,32818,50,40,119,33,0,1
0.368302,3862,32818,50,48,120,33,0,1
0.371263,3862,32818,50,48,120,33,0,1
0.374235,3861,32818,50,40,120,33,0,1
0.377233,3861,32818,50,48,120,33,0,1
0.380376,3861,32818,50,48,119,33,0,1
0.384316,3861,32868,100,48,120,33,0,1
0.387316,3860,32868,100,48,120,33,0,1
0.390388,3860,32868,100,48,120,33,0,1
0.394326,3859,32868,100,40,120,33,0,1
0.397326,3859,32868,100,48,119,33,0,1
0.400270,3859,32868,100,48,120,33,0,1
0.403245,3859,32868,100,48,120,33,0,1
0.406283,3858,32868,100,40,120,33,0,1
0.409240,3858,32868,100,48,120,33,0,1
0.412234,3857,32868,100,40,120,33,0,1
0.415238,3857,32868,100,40,120,33,0,1
0.418395,3857,32868,100,48,119,33,0,1
0.422310,3857,32868,100,48,120,33,0,1
0.425244,3856,32868,100,40,120,33,0,1
0.428245,3856,32868,100,48,119,33,0,1
0.431253,3856,32868,100,48,120,33,0,1
0.434264,3855,32868,100,40,120,33,0,1
0.437241,3855,32868,100,48,119,33,0,1
0.440259,3855,32868,100,48,120,33,0,1
0.443241,3854,32918,150,40,119,33,0,1
0.446238,3854,32918,150,40,120,33,0,1
0.449257,3854,32918,150,48,120,33,0,1
0.452303,3853,32918,150,40,120,33,0,1
0.455378,3853,32918,150,40,119,33,0,1
0.459282,3853,32918,150,48,120,33,0,1
0.462270,3853,32918,150,48,119,33,0,1
0.465251,3852,32868,100,40,120,33,0,1
0.468320,3852,32868,100,48,120,33,0,1
0.471241,3851,32868,100,40,120,33,0,1
0.474248,3851,32868,100,40,119,33,0,1
0.477238,3851,32868,100,48,119,33,0,1
0.480257,3851,32868,100,48,120,33,0,1
0.483255,3850,32868,100,40,120,33,0,1
0.486255,3850,32868,100,40,120,33,0,1
0.489382,3850,32868,100,48,120,33,0,1
0.493320,3849,32868,100,40,119,33,0,1
0.496244,3849,32868,100,40,120,33,0,1
0.499318,3849,32868,100,48,119,33,0,1
0.502272,3849,32868,100,48,120,33,0,1
0.505267,3848,32868,100,40,120,33,0,1
0.508248,3847,32868,100,40,119,33,0,1
0.511237,3847,32868,100,36,119,33,0,1
