t_s,pos,raw_speed,decoded_speed,load,voltage,temp,status,moving
0.000001,3893,0,0,0,120,33,0,1
0.003869,3893,0,0,0,120,33,0,1
0.006858,3893,0,0,0,119,33,0,1
0.009848,3893,0,0,0,120,33,0,1
0.012862,3893,0,0,0,120,33,0,1
0.015904,3893,0,0,0,119,33,0,1
0.018937,3893,0,0,24,120,33,0,1
0.021848,3893,0,0,24,120,33,0,1
0.024866,3893,0,0,24,120,33,0,1
0.027864,3893,0,0,32,120,33,0,1
0.030864,3893,0,0,32,120,33,0,1
0.033850,3893,0,0,40,119,33,0,1
0.036852,3893,0,0,40,120,33,0,1
0.039852,3893,0,0,48,120,33,0,1
0.042870,3893,0,0,48,119,33,0,1
0.045870,3893,0,0,48,120,33,0,1
0.048853,3893,0,0,56,120,33,0,1
0.051845,3892,0,0,44,120,33,0,1
0.054854,3892,0,0,44,120,33,0,1
0.057849,3892,0,0,52,120,33,0,1
0.060931,3892,0,0,52,120,33,0,1
0.063926,3892,0,0,60,120,33,0,1
0.066854,3892,32818,50,60,120,33,0,1
0.069867,3891,32818,50,52,120,33,0,1
0.072878,3891,32818,50,64,120,33,0,1
0.075865,3891,32818,50,64,120,33,0,1
0.078864,3890,32818,50,64,120,34,0,1
0.081849,3890,32818,50,64,120,33,0,1
0.084848,3889,32818,50,56,120,33,0,1
0.087854,3889,32918,150,64,120,33,0,1
0.090847,3889,32918,150,64,119,33,0,1
0.093855,3888,32918,150,60,120,33,0,1
0.096977,3888,32918,150,68,120,33,0,1
0.100895,3888,32918,150,68,120,33,0,1
0.103862,3888,32918,150,76,120,33,0,1
0.106862,3887,32868,100,68,120,33,0,1
0.109861,3887,32868,100,76,120,33,0,1
0.112869,3886,32868,100,64,120,34,0,1
0.115850,3886,32868,100,72,120,33,0,1
0.118850,3885,32868,100,64,120,33,0,1
0.121851,3885,32868,100,72,120,33,0,1
0.124849,3884,32868,100,64,120,33,0,1
0.127882,3884,32918,150,72,120,33,0,1
0.130998,3883,32918,150,76,120,33,0,1
0.135035,3882,32918,150,68,120,33,0,1
0.139042,3882,32918,150,76,120,33,0,1
0.142996,3881,32918,150,76,119,33,0,1
0.146088,3880,32918,150,76,120,33,0,1
0.149859,3880,32918,150,76,120,33,0,1
0.152858,3880,32918,150,84,120,33,0,1
0.155857,3879,32918,150,76,119,33,0,1
0.158854,3878,32918,150,76,120,33,0,1
0.161852,3878,32918,150,84,120,34,0,1
0.164872,3877,32918,150,76,120,33,0,1
0.167955,3877,32968,200,84,120,33,0,1
0.170949,3877,32968,200,84,120,33,0,1
0.173927,3876,32968,200,84,120,33,0,1
0.176911,3876,32968,200,92,120,34,0,1
0.179882,3875,32968,200,84,119,33,0,1
0.182877,3875,32968,200,92,120,33,0,1
0.185857,3874,32918,150,84,120,33,0,1
0.188869,3874,32918,150,92,120,33,0,1
0.191862,3873,32918,150,88,119,33,0,1
0.194864,3872,32918,150,80,119,33,0,1
0.197875,3872,32918,150,88,120,33,0,1
0.200858,3871,32918,150,80,120,33,0,1
0.203986,3870,32918,150,80,120,33,0,1
0.207978,3870,32968,200,88,120,33,0,1
0.210863,3869,32968,200,80,120,33,0,1
0.213895,3868,32968,200,80,120,33,0,1
0.216896,3868,32968,200,88,120,33,0,1
0.219856,3867,32968,200,80,119,33,0,1
0.222872,3866,32968,200,80,119,33,0,1
0.225870,3866,32968,200,80,120,33,0,1
0.228862,3865,32968,200,80,120,33,0,1
0.231875,3865,32968,200,88,120,33,0,1
0.234859,3864,32968,200,80,120,33,0,1
0.237859,3863,32968,200,80,120,33,0,1
0.241011,3863,32968,200,88,120,33,0,1
0.244957,3862,32968,200,80,120,33,0,1
0.247930,3861,32968,200,80,120,33,0,1
0.250869,3861,32968,200,80,120,33,0,1
0.253865,3860,32968,200,76,120,33,0,1
0.256875,3859,32968,200,76,120,33,0,1
0.259870,3858,32968,200,68,120,33,0,1
0.262878,3858,32968,200,76,119,33,0,1
0.265861,3857,33018,250,68,120,33,0,1
0.268860,3857,33018,250,76,120,33,0,1
0.271858,3856,33018,250,80,120,33,0,1
0.274992,3855,33018,250,72,120,33,0,1
0.278954,3854,33018,250,72,120,33,0,1
0.281888,3854,33018,250,80,120,33,0,1
0.284878,3853,32968,200,72,119,33,0,1
0.287899,3853,32968,200,80,120,33,0,1
