t_s,pos,speed,load,voltage,temp,status,moving
0.000001,3903,0,0,120,33,0,1
0.003931,3903,0,24,120,33,0,1
0.007927,3903,0,24,120,33,0,1
0.011045,3903,0,24,120,33,0,1
0.014828,3903,0,24,120,33,0,1
0.017853,3903,0,32,120,33,0,1
0.020943,3903,0,40,120,33,0,1
0.024883,3903,0,40,120,33,0,1
0.027809,3903,0,40,120,33,0,1
0.030787,3903,0,48,120,33,0,1
0.033787,3903,0,48,120,33,0,1
0.036808,3903,0,48,120,33,0,1
0.039958,3903,0,56,120,33,0,1
0.043867,3903,0,56,120,33,0,1
0.046858,3903,0,56,120,33,0,1
0.049808,3903,0,64,120,33,0,1
0.052801,3902,0,56,120,33,0,1
0.055792,3902,-32718,56,120,33,0,1
0.058796,3902,-32718,64,120,33,0,1
0.061790,3901,-32718,48,120,33,0,1
0.064794,3901,-32718,48,120,33,0,1
0.067789,3901,-32718,48,120,33,0,1
0.070788,3900,-32718,48,119,33,0,1
0.073872,3900,-32718,48,119,33,0,1
0.076933,3900,-32668,48,119,33,0,1
0.080941,3900,-32668,60,120,33,0,1
0.084824,3899,-32668,52,120,33,0,1
0.087819,3899,-32668,52,119,33,0,1
0.090822,3899,-32668,60,120,33,0,1
0.093791,3898,-32668,52,119,33,0,1
0.096822,3898,-32668,52,119,33,0,1
0.099794,3898,-32668,60,119,33,0,1
0.102813,3898,-32668,56,119,33,0,1
0.105795,3897,-32668,48,120,33,0,1
0.108884,3897,-32668,56,120,33,0,1
0.111913,3897,-32668,56,120,33,0,1
0.114818,3896,-32668,48,120,33,0,1
0.117860,3896,-32668,48,120,33,0,1
0.120922,3895,-32668,44,120,33,0,1
0.123805,3895,-32668,44,120,33,0,1
0.126830,3895,-32668,44,120,33,0,1
0.129797,3894,-32668,44,120,33,0,1
0.132796,3894,-32668,44,120,33,0,1
0.135793,3893,-32668,36,119,33,0,1
0.138809,3893,-32668,44,120,33,0,1
0.141799,3893,-32668,48,120,33,0,1
0.144954,3892,-32668,40,120,33,0,1
0.148934,3892,-32668,48,120,33,0,1
0.152848,3892,-32668,48,120,33,0,1
0.155830,3892,-32668,48,119,33,0,1
0.158845,3891,-32668,48,120,33,0,1
0.161797,3891,-32668,48,120,33,0,1
0.164808,3891,-32668,48,119,33,0,1
0.167803,3891,-32668,48,120,33,0,1
0.170794,3890,-32668,48,120,33,0,1
0.173799,3890,-32668,48,119,33,0,1
0.176820,3890,-32668,48,120,33,0,1
0.179933,3889,-32668,48,120,33,0,1
0.183921,3889,-32668,48,119,33,0,1
0.187804,3889,-32668,48,120,33,0,1
0.190848,3889,-32668,56,119,33,0,1
0.193864,3888,-32668,48,120,33,0,1
0.196831,3888,-32668,48,120,33,0,1
0.199796,3888,-32668,56,119,33,0,1
0.202812,3888,-32668,60,120,33,0,1
0.205806,3887,-32668,52,120,33,0,1
0.208798,3887,-32668,60,120,33,0,1
0.211798,3887,-32668,60,120,33,0,1
0.214886,3886,-32718,52,120,33,0,1
0.217965,3886,-32718,60,120,33,0,1
0.222441,3886,-32718,56,120,33,0,1
0.225100,3885,-32718,48,120,33,0,1
0.228891,3885,-32718,56,119,33,0,1
0.231852,3884,-32718,48,120,33,0,1
0.234810,3884,-32618,48,120,33,0,1
0.237796,3884,-32618,56,120,33,0,1
0.240799,3884,-32618,56,119,33,0,1
0.243803,3883,-32618,48,120,33,0,1
0.246816,3883,-32618,48,120,33,0,1
0.249798,3883,-32618,56,120,33,0,1
0.252878,3882,-32618,48,120,33,0,1
0.255912,3882,-32668,48,120,33,0,1
0.258854,3882,-32668,56,120,33,0,1
0.261816,3881,-32668,44,120,33,0,1
0.264827,3881,-32668,44,120,33,0,1
0.267806,3880,-32668,44,120,33,0,1
0.270795,3880,-32668,44,120,33,0,1
0.273807,3880,-32668,44,120,33,0,1
0.276806,3879,-32668,36,120,33,0,1
0.279839,3879,-32668,48,120,33,0,1
0.282820,3879,-32668,48,120,33,0,1
0.285800,3878,-32668,40,119,33,0,1
0.288951,3878,-32668,48,120,33,0,1
0.292134,3878,-32668,48,120,33,0,1
0.295817,3877,-32668,40,120,33,0,1
0.298833,3877,-32668,48,120,33,0,1
0.301814,3877,-32668,48,119,33,0,1
0.304798,3877,-32668,48,119,33,0,1
0.307798,3876,-32668,48,119,33,0,1
0.310800,3876,-32668,48,120,33,0,1
0.313819,3876,-32668,48,120,33,0,1
0.316818,3875,-32668,40,120,33,0,1
0.319801,3875,-32668,48,120,33,0,1
0.322866,3874,-32668,40,120,33,0,1
0.325996,3874,-32668,40,120,33,0,1
0.329833,3874,-32668,48,119,33,0,1
0.332834,3874,-32668,48,120,33,0,1
0.335810,3873,-32618,40,120,33,0,1
0.338814,3873,-32618,48,120,33,0,1
0.341808,3872,-32618,40,120,33,0,1
0.344800,3872,-32618,40,120,33,0,1
0.347822,3872,-32618,48,120,33,0,1
0.350803,3872,-32618,48,120,33,0,1
0.353809,3871,-32668,40,120,33,0,1
0.356808,3871,-32668,40,119,33,0,1
0.359940,3871,-32668,48,120,33,0,1
0.363926,3870,-32668,40,120,33,0,1
0.367829,3870,-32668,48,120,33,0,1
0.370810,3870,-32668,48,120,33,0,1
0.373822,3869,-32668,40,120,33,0,1
0.376810,3869,-32668,40,120,33,0,1
0.379818,3869,-32668,48,120,33,0,1
0.382808,3868,-32668,40,120,33,0,1
0.385802,3868,-32668,40,120,33,0,1
0.388803,3868,-32668,48,120,33,0,1
0.391811,3868,-32668,48,120,33,0,1
0.394811,3867,-32668,40,120,33,0,1
0.397819,3867,-32668,48,120,33,0,1
0.400805,3867,-32668,48,120,33,0,1
0.403934,3866,-32668,40,120,33,0,1
0.407942,3866,-32668,48,120,33,0,1
0.411811,3866,-32668,48,120,33,0,1
0.414846,3865,-32668,40,120,33,0,1
0.417820,3865,-32668,48,120,33,0,1
0.420803,3865,-32668,48,120,33,0,1
0.423805,3864,-32668,40,120,33,0,1
0.426804,3864,-32668,40,119,33,0,1
0.429822,3864,-32668,48,120,33,0,1
0.432807,3864,-32668,48,120,33,0,1
0.435812,3863,-32718,40,120,33,0,1
0.438946,3863,-32718,48,119,33,0,1
0.443010,3863,-32718,48,120,33,0,1
0.446169,3862,-32718,40,120,33,0,1
0.449883,3862,-32718,48,120,33,0,1
0.452845,3862,-32718,48,120,33,0,1
0.455822,3861,-32618,40,119,33,0,1
0.458817,3861,-32618,48,120,33,0,1
0.461816,3861,-32618,48,120,33,0,1
0.464825,3860,-32618,40,120,33,0,1
0.467815,3860,-32618,48,120,33,0,1
0.470807,3860,-32618,48,120,33,0,1
0.473815,3860,-32718,48,120,33,0,1
0.476874,3859,-32718,40,120,33,0,1
0.480015,3859,-32718,48,120,33,0,1
